Time,Month,Day,Hour,PJM_AP,PJM_ATSI,PJM_COMD,PJM_Dom,PJM_EMAC,PJM_PENE,PJM_SMAC,PJM_WMAC,PJM_West
1861,3,78,14,6337.7539062775,8463.32845055807,12171.3792184148,17982.3805115286,18667.5775601241,2318.38318405019,8011.71435671201,7102.01773813106,24212.751120457
1862,3,78,15,6455.20174507331,8448.16273663576,12283.4830586215,18243.1061528147,19407.1849731304,2314.63424952721,8364.52172989186,7212.69759410163,24361.7158553821
1863,3,78,16,6787.04436065003,8697.83751222847,12458.315875575,18720.5512788812,20422.8592469896,2366.52010013378,8898.59230320092,7436.24249811601,25071.1119516509
1864,3,78,17,6893.86329686227,8978.18831158652,12719.8666196114,18865.447729348,20850.5101326169,2402.36905373046,9130.76375651069,7508.02276551407,26140.5855791213
1865,3,78,18,6846.12241180727,8836.23608662689,13218.3825901416,18818.0833926536,20408.9703558959,2351.73345725772,8991.7939760394,7346.54231904193,26110.7692057847
1866,3,78,19,6627.0845693955,8504.84159482128,13186.9858071437,18479.9770308593,19543.8808342332,2270.31698094209,8659.75442741419,7033.23723883406,25383.3583437205
1867,3,78,20,6377.33161271482,8143.77556472556,12913.6284771249,18053.5326580462,18458.4524285986,2158.48961009672,8192.66412083764,6701.54455953514,24467.9148788428
1868,3,78,21,6271.82442036919,7860.67967363061,12304.9003974853,17700.8479891329,17435.1074705753,2061.0133965117,7747.41870719896,6415.29298993167,23800.0571561117
1869,3,78,22,6116.91463472937,7659.89396867038,11496.7689678251,17446.9634926527,16470.3171943179,2048.58640278338,7357.42642086345,6287.40172735325,23287.3966914551
1870,3,78,23,6083.50167650259,7549.21328222621,11037.8066588628,17376.8416390847,16065.2148367177,2012.68508389341,7153.83283141421,6228.58553708708,23243.0514006045
1871,3,78,24,6111.35763315205,7499.40625256108,10657.3491568234,17450.0841804819,15788.5439407563,2019.68958758684,7083.95514044336,6223.50600727929,23289.4882992522
1872,3,79,1,6173.71313937615,7551.26414447833,10435.9649564792,17523.3704206153,15654.2818230491,2036.06881043259,7124.74673860206,6301.735095856,23554.2960512978
1873,3,79,2,6310.24433966446,7694.98013161493,10277.9050696575,17827.1229859057,15880.1316807944,2082.62462882225,7318.01682887169,6544.58480063665,24050.0496203658
1874,3,79,3,6554.43268368472,7961.85833608717,10346.7178077158,18260.1959711744,16426.7349896231,2179.36925827957,7723.23594865532,6857.04405116322,24910.6918847328
1875,3,79,4,6769.55474512905,8197.31888978351,10485.655493749,18572.4209684986,16735.2720365311,2256.68644790544,7983.30604157055,7143.10595297216,25692.0944546684
1876,3,79,5,6822.37013620941,8338.06552210616,10949.14140152,18575.2992666123,16815.2537441348,2312.19066593413,7980.71892713783,7292.56704626583,26343.1219613764
1877,3,79,6,6691.81611618163,8438.63581067954,11154.2473369999,18374.0812963374,16613.19337058,2339.13903419161,7805.94552966913,7226.57842567893,26834.6617735851
1878,3,79,7,6573.73413797565,8306.14972977627,11567.7835059132,18117.4947123224,16351.9994552629,2314.35879839752,7565.1096156747,7100.7186493015,26904.0531921582
1879,3,79,8,6395.35323573526,8189.53018982579,11844.2532794894,17910.4615054808,16051.6642604756,2245.82936980552,7259.34134244052,6911.03220767328,26826.7153332543
1880,3,79,9,6213.81915938021,8079.18264908693,11985.663183465,17702.8578138995,15927.9405787004,2208.41913202914,7044.90880535913,6731.73847795793,26688.6985037195
1881,3,79,10,5972.56674839566,7965.48367643424,12091.6163088887,17505.5898306124,15671.5184511495,2130.37045932734,6863.40285224044,6527.6303591158,26335.6146160333
1882,3,79,11,5867.15489385127,7840.00616093936,11988.1543069577,17444.961171646,15500.4538925866,2085.12665119184,6782.34103283819,6347.44289646248,26132.7046404304
1883,3,79,12,5818.23225748252,7750.8102624628,11871.08166536,17450.3719901001,15692.3339116864,2061.26541146817,6837.84860555681,6269.50550463563,26044.2842613241
1884,3,79,13,5852.95427091515,7679.32272260524,11843.8105511254,17581.4020653406,16011.1252328297,2046.05565184152,6925.6254103865,6255.57861859797,26132.7542248582
1885,3,79,14,5941.12714360158,7817.08027205708,11738.916607071,17777.6634495676,16729.3660143411,2053.02052375129,7210.47133767884,6293.60741761649,26293.731204564
1886,3,79,15,5977.51863796666,7964.96096558601,11782.3751123859,17940.3977161297,17371.6503935169,2069.81715484701,7511.05158314778,6397.43030598257,26207.4404094538
1887,3,79,16,6232.51226457604,8109.06142759291,11832.4308558006,18295.3240784199,18345.862989656,2127.00184226004,7978.0818514138,6706.49132288588,26480.9026866646
1888,3,79,17,6416.81953017796,8394.04429014024,11889.355155968,18421.0369854591,18863.1150753831,2195.822750163,8196.28573649498,6851.60545924551,26762.5387529195
1889,3,79,18,6327.03531655385,8325.18825126107,12214.1034273025,18368.9950335451,18662.4989711984,2158.58443874779,8129.7234635397,6787.50261322599,26332.3877762077
1890,3,79,19,6179.94716694182,8062.84187356808,12246.7320079396,18070.5564768255,18125.0286394192,2078.11044260011,7893.81910722837,6556.18213837227,25486.3160510729
1891,3,79,20,6040.11996273813,7850.41503947485,12024.3812834816,17749.8261085251,17408.9004615869,2004.77632204566,7599.4490557222,6308.15434529534,24601.2727431228
1892,3,79,21,5922.41562495058,7603.84611495291,11669.9457299868,17462.9834453731,16715.2965191897,1950.93448095139,7330.28050206575,6129.83688118494,23890.6500057806
1893,3,79,22,5835.86601302907,7457.7173178202,11172.9800302266,17265.1023794476,16100.4656770097,1924.43532584151,7107.42618903209,6044.97942755664,23444.4426062806
1894,3,79,23,5816.1423642125,7330.61790192742,10837.4058176555,17234.5093663082,15742.0144553016,1913.3609491768,6982.80714000505,6026.5409256319,23194.8783264412
1895,3,79,24,5852.34388455758,7290.24182092201,10540.257137714,17179.6784903449,15505.2105052953,1917.31370961326,6870.78127743175,6065.47100686712,23125.1118439686
1896,3,80,1,5856.72826008719,7321.47107845817,10356.5832488919,17226.4844566369,15380.5291138351,1937.24046365835,6894.2886223815,6130.97616522678,23261.8924250362
1897,3,80,2,6034.52399039018,7413.39150588521,10315.6028659047,17338.4853694702,15538.3040275168,1971.80591540272,7019.88614514886,6292.28574034093,23630.9599496404
1898,3,80,3,6260.90348946896,7606.48463769069,10307.3358130307,17634.9590964879,15835.7384446108,2042.59051058007,7300.24863933766,6556.09713830934,24280.3357907079
1899,3,80,4,6461.46245579606,7763.03828484502,10413.3297194266,17925.2784426474,16009.3723445447,2122.4684689957,7527.21467116853,6888.35209945031,25057.7130787935
1900,3,80,5,6531.7071411514,7889.24816854819,10629.7059917309,18125.8618097325,16400.6816216587,2201.60877549289,7745.44755471294,7157.15420991016,25435.8584348283
1901,3,80,6,6541.28559369576,7953.89346737526,10609.1758218284,18052.5352970366,16631.1454841555,2221.39469269932,7749.6667266891,7256.08572349971,25444.7258633836
1902,3,80,7,6433.12472403841,7933.48746201653,10791.6666047073,17869.3348868853,16804.6163635469,2200.16006271451,7624.51144328532,7213.40585914262,25065.7843951446
1903,3,80,8,6277.30205613462,7888.40524020687,10892.0312616767,17738.8580546082,16746.2841759581,2186.82194040713,7432.19231513716,7115.06798341526,24619.2306022371
1904,3,80,9,6158.70603610248,7879.20064041769,10942.2638113616,17621.9984749237,17016.9929518754,2161.63407877919,7341.10025959851,6977.48426520385,24185.6770466264
1905,3,80,10,6111.3894526007,7813.7076346471,11006.1691885216,17485.1879104593,16967.4435429186,2122.58899536958,7220.7486151416,6812.07696203417,23686.7309076289
1906,3,80,11,5963.61628494061,7712.59064736062,10984.180733002,17383.3902102166,16753.4671128917,2079.19741247901,7140.2808034647,6636.74052217762,23122.3987502624
1907,3,80,12,5857.61723803364,7678.36301961866,10926.6083906792,17338.0060586697,16987.7698973108,2052.52414056177,7192.51975108007,6573.21369384606,22823.8590390455
1908,3,80,13,5858.58472756485,7653.20347429293,10907.0797619389,17317.8467765564,17255.586767855,2066.16731379148,7350.20693937201,6577.62211228272,22790.8600353719
1909,3,80,14,5958.99060014975,7716.90638087405,10923.7323809518,17642.8402212968,17871.165128616,2089.37862709075,7651.69985403652,6652.87689891617,23037.8793169294
1910,3,80,15,6044.52616918139,7818.94711217348,11029.5536077275,17982.3074106013,18413.0283440223,2128.92951800407,7951.25562081752,6730.19778104925,23313.9818313638
1911,3,80,16,6405.90229542873,8077.81032420819,11162.2718486802,18486.9469494823,19294.8065920261,2198.89879546525,8359.20585961896,7036.861592321,23972.8058741954
1912,3,80,17,6669.89881751216,8524.73974155378,11319.9253398208,18691.9232031882,19836.2847764247,2274.29779853379,8663.52187350952,7236.86841903632,25473.6438849982
1913,3,80,18,6606.64219183754,8440.38592124621,11903.597666238,18595.2626625902,19422.175758122,2231.08788982425,8495.74089517023,7101.35988393357,25401.2626603941
1914,3,80,19,6378.04986001501,8215.38153057983,12067.1547964639,18237.4469130749,18556.5161622503,2144.86852971519,8161.27873486622,6785.19921742626,24738.375500964
1915,3,80,20,6172.85347279728,7927.77467317331,11850.3483388383,17826.6310760306,17680.531792777,2111.66435164241,7741.7650771235,6530.93049079548,23929.0202372523
1916,3,80,21,6094.07537806465,7706.97225082317,11513.7086124692,17590.9447396288,16990.513669743,2052.81072020246,7398.22105884376,6441.40138477992,23498.3676468846
1917,3,80,22,6051.96376186299,7561.99868520428,11262.3360992745,17468.7342085491,16598.679850886,2048.9118695909,7209.14767780872,6353.66252486737,23157.3755449753
1918,3,80,23,6054.88697568308,7456.10590250978,10859.6469928123,17420.8302274183,16223.5351374347,2022.18096788998,7189.80290800385,6345.15108246669,23022.1645961885
1919,3,80,24,6133.57914798263,7454.22108851944,10616.143448548,17561.9019764574,16061.2217802169,2026.49389507756,7217.65384531697,6431.52337781139,23110.0094522365
1920,3,81,1,6304.22042901248,7547.4863419529,10467.3872274314,17853.9602793352,16183.5518836106,2085.70101017393,7502.60510554692,6658.73121126879,23525.9208397775
1921,3,81,2,6530.88803499917,7945.88365665257,10404.1886357619,18455.042310568,17034.0979456876,2237.93118020817,8137.56983596011,7181.21162575432,24724.1519242471
1922,3,81,3,7044.83229914538,8596.94944846509,10606.3302990618,19235.5371888881,18472.7759161894,2465.68681320842,9055.59601172582,8054.31339016573,26585.5838289689
1923,3,81,4,7334.90731481644,8954.58208291621,11222.2300674061,19538.297191529,19111.5449563622,2579.31647120186,9343.60944183972,8371.41337465854,27696.0798661729
1924,3,81,5,7118.91433642024,9009.91456192064,12073.8999440654,19101.675408755,18799.0264777496,2563.3017809867,8904.03012617333,8194.02480932078,27511.6166698806
1925,3,81,6,6874.21567552671,8971.60386318392,12455.3172625578,18562.1951458078,18341.3556367576,2536.67092407689,8346.80817280348,7902.90074133455,27201.2806690863
1926,3,81,7,6688.94241593186,8933.03724286602,12573.8298518527,18277.7773673396,17932.2629157082,2511.32900564641,8023.00222450413,7721.47838940851,26950.9566407585
1927,3,81,8,6568.80510468849,8853.75507064158,12514.3250741145,18111.2160098691,17571.4203325891,2469.07013831065,7730.34692010802,7517.10659405812,26433.8008692425
1928,3,81,9,6349.73525846753,8803.89988274658,12505.8569977727,17930.7085947445,17359.6104304399,2435.73352477916,7571.14791374065,7342.86384147544,26016.3965431416
1929,3,81,10,6252.35249576213,8727.71680220485,12507.5689901725,17779.5902174831,17238.2259889962,2415.22448798971,7426.73933150977,7222.8271611068,25619.8249147901
1930,3,81,11,6114.92495866384,8556.55059133672,12470.132349147,17656.0569571842,17112.9297046933,2306.78652257231,7342.53733886844,7068.66635813862,25102.6464968421
1931,3,81,12,6031.18811879399,8439.16358833588,12453.2881198905,17596.5719939388,17096.4421163446,2298.21024247125,7324.23080170086,6934.75240974049,24642.1146054155
1932,3,81,13,6110.84637275633,8279.76725426014,12417.3215158684,17628.0122881398,17624.0062905604,2245.82834145814,7466.45302146804,6886.24196228878,24329.4465666387
1933,3,81,14,6126.41609032308,8331.74411895527,12431.3393594791,17899.5208963628,18453.8707819467,2233.60440859843,7814.43943226747,6968.92402253296,24510.5354223863
1934,3,81,15,6233.92006573415,8463.99622816946,12499.5807365447,18286.7931586735,19397.4498427866,2265.73222989805,8196.63277909986,7064.13526496565,24741.9451964134
1935,3,81,16,6602.27418115667,8638.38074727998,12609.5576104644,18913.0519136785,20741.1992559713,2347.25464711847,8837.9001177784,7439.1501836113,25417.713258701
1936,3,81,17,6817.36790917866,8885.07234957259,12771.4420679558,19152.1151139047,21401.9437447094,2414.39889087214,9159.21176769815,7573.16409558126,26238.4916192801
1937,3,81,18,6697.44049220786,8687.83317980826,13087.0079603932,18980.8316810592,20842.8247688548,2374.39529835209,8981.08495576893,7358.11547342852,25674.181163085
1938,3,81,19,6413.25191320881,8307.61541537467,12922.3985901159,18494.9111877179,19721.9471189652,2252.18269459143,8474.3786488426,6953.45206671054,24530.8127789563
1939,3,81,20,6174.96284296572,7873.25434915396,12510.7367437824,18029.7420573137,18476.698005861,2161.96590186357,7923.8297293168,6683.15264352717,23268.5749228564
1940,3,81,21,5992.45328518772,7563.71853143716,11912.0718392045,17684.0525887343,17470.755636274,2090.833837877,7495.93187344039,6409.7323708425,22331.3581222245
1941,3,81,22,5836.96059690625,7347.92687330948,11267.21258679,17470.3372485963,16749.6486961674,2018.24425659591,7226.39289320979,6311.93787244956,21818.5755522648
1942,3,81,23,5870.06309477647,7165.79783311964,10738.4955548563,17444.4548859557,16352.607371938,2006.37255274085,7088.47447472741,6290.52583280442,21661.6954231596
1943,3,81,24,5876.08724282791,7120.70562539721,10370.1074448881,17485.9324862587,16129.4703090104,2029.94997024871,7118.67928634826,6351.66402505757,21638.9534598369
1944,3,82,1,5984.56049118917,7223.74455243372,10121.31752451,17750.2720355144,16293.685160964,2081.14553727424,7328.59354937268,6566.53542448511,22009.2380112846
1945,3,82,2,6281.17828379773,7621.47044692278,9940.67022839306,18313.7806532667,17102.6159623764,2187.12591249729,7905.62089750879,7104.09500419948,23092.2235262651
1946,3,82,3,6753.02063996001,8156.99283744769,10081.634545566,19113.2967357921,18558.6130855605,2391.73643149623,8790.03868591533,7851.90275586371,24959.0113766621
1947,3,82,4,7001.06565292928,8569.96152056966,10569.3019121393,19370.7186397677,19112.3649284284,2511.05272905401,9092.95084265379,8190.00854752139,26108.7615211325
1948,3,82,5,6958.97241371487,8747.29906879899,11391.9363507595,19103.435421149,18872.3032095173,2504.01805811363,8966.0643681263,8151.79065310018,26240.9649271681
1949,3,82,6,6921.12340489933,8917.46033697668,11879.4832013949,18761.5269608543,18433.2836161783,2535.12868663283,8565.11286986192,7972.39920737051,26197.5616115527
1950,3,82,7,6925.07481151682,8990.82547848517,12151.7790203557,18582.1038205538,18069.5924127729,2501.71842112453,8086.26985017102,7819.4944274874,26484.8305243696
1951,3,82,8,6872.22446087575,9021.91376556751,12326.4958266616,18530.5916605879,17888.0273713677,2558.95504822138,7976.29882575438,7731.84292571982,26289.5631882053
1952,3,82,9,6818.76249155419,9008.68004062236,12457.8162206723,18413.5145283223,17865.9244801954,2535.17510828988,7950.4867335421,7585.26076368801,26082.5882702745
1953,3,82,10,6803.55381343469,9003.38189828547,12446.9449979909,18438.9804306014,17936.1478504715,2546.01912335946,7854.98302890501,7537.24761896805,25758.8711997173
1954,3,82,11,6771.38468707,8913.30020010509,12400.3319785334,18428.6543453708,17907.7597969809,2512.10241780925,7892.78157142774,7455.94781192213,25389.6447174436
1955,3,82,12,6768.48394742214,8838.12749019647,12419.8410474079,18501.6591684089,18169.1094336706,2476.57452754345,8017.35341111015,7434.07394497191,25106.3174893137
1956,3,82,13,6806.34793878491,8753.0022568504,12405.51335389,18623.4059740462,18738.0625370801,2514.2720008379,8364.62540954582,7525.37544046441,24898.2497094245
1957,3,82,14,6910.35751261173,8778.80976724736,12401.1194400545,18917.1617283759,19500.7401477165,2521.50702269528,8643.56976433943,7662.15470141048,25170.5066335385
1958,3,82,15,6954.62670863687,8711.04779996134,12451.1063945598,19157.8724343963,20221.3069462173,2538.25001466062,8991.933157876,7798.77728070408,25224.3379409212
1959,3,82,16,7073.84631511508,8828.68628795875,12540.8103108486,19430.7294142625,21246.0833895272,2562.97149949999,9370.30090690773,7967.24892309167,25645.4346385236
1960,3,82,17,7067.59647064366,8891.72642449561,12643.6628979301,19346.9530349099,21420.6275994386,2522.59426032471,9349.80806176712,7868.99644918863,25988.0224510063
1961,3,82,18,6870.39272001359,8654.56581155229,12953.5647344743,18997.6674457756,20761.9947037615,2452.76252487909,8982.8638137173,7630.06166408164,25331.6526955627
1962,3,82,19,6474.64992222307,8144.23382514122,12843.5255390632,18409.7937335727,19473.3574823509,2304.27797364753,8339.0567255076,7150.85258028502,24023.4474978291
1963,3,82,20,6169.09664621381,7696.65379772929,12452.0401039533,17813.81345994,18193.0931644411,2171.46770184664,7703.71452203332,6770.17628346978,22688.897241462
1964,3,82,21,5985.86803561439,7367.19584003212,11842.7211245432,17362.1413884635,17066.8795938613,2081.1857082488,7191.94657361106,6451.42286112793,21729.5081002804
1965,3,82,22,5735.1828452367,7135.77415149756,11200.2603351909,16983.4492812011,16202.3839578718,2017.99958786813,6785.56436029188,6339.0232200803,21135.785980627
1966,3,82,23,5652.44324266239,7014.8014867089,10678.1351526472,16782.5510250314,15672.0362559694,1966.32470440075,6550.479837753,6266.00617978734,20686.863570276
1967,3,82,24,5577.39832063548,6917.3284967741,10361.0949188271,16668.8796645726,15374.8427501307,1969.42793318383,6406.31125700875,6242.35818025054,20616.1510351619
1968,3,83,1,5703.05416118267,6984.11071702577,10087.0879978368,16816.754117735,15380.2218385325,2000.14079141848,6548.77868393213,6409.50574030302,20963.0591789934
1969,3,83,2,5931.66146873132,7334.18184130147,9971.7298250396,17213.2696745865,16052.8684505723,2112.96482144722,7029.43867529847,6796.12984373763,21864.8640221408
1970,3,83,3,6309.2542038752,7917.48329570889,10128.1861400359,17901.0060693438,17353.9014025945,2318.29639902643,7787.89200842703,7516.4419591473,23573.2848054227
1971,3,83,4,6587.80074903959,8319.64212885222,10650.3429227111,18105.8223193023,18120.6081244144,2434.56617605532,8105.98992727076,7843.89338626151,24673.2419678878
1972,3,83,5,6535.88122005689,8507.09112667776,11440.1689524732,17774.3948499776,18212.1612570456,2433.91195942019,8058.97502702676,7851.60628077374,24645.6521542851
1973,3,83,6,6494.9585673092,8612.0064151242,11839.4757131519,17424.4954240798,18251.6638982786,2443.21740123585,7913.68013211109,7759.53387841157,24768.2639448595
1974,3,83,7,6562.68176744505,8707.72684328672,12098.8985530586,17161.0651687236,18042.7373874506,2459.79411265975,7621.11287072487,7733.712230951,24834.6388580806
1975,3,83,8,6515.93517404499,8700.39185616748,12164.446403289,17096.8139019397,18042.0783235118,2425.39853835962,7546.66414132953,7637.21078477733,24747.0164233375
1976,3,83,9,6488.84059862665,8666.25090755982,12179.0949338515,16994.9694943433,17886.7793617139,2422.25685456154,7469.38861249333,7503.90988375068,24712.7082150865
1977,3,83,10,6370.46426378181,8699.97933090647,12110.7777048945,16974.8877318778,17636.2047064663,2396.81730306218,7443.43345512762,7401.13027704713,24588.1759220217
1978,3,83,11,6341.65003112373,8625.54670340758,12095.3307866722,17005.4668301979,17660.5576766993,2354.05742512119,7496.07153034722,7309.33327778921,24439.9463505992
1979,3,83,12,6321.13253701676,8501.28617667772,12081.8559729908,17033.1559231426,17829.9447904219,2319.89408297111,7517.18162814516,7243.46573328357,24178.8160996758
1980,3,83,13,6411.3598779294,8458.92837568363,12008.6961441138,17187.3833025862,18228.1289177862,2311.87716408235,7690.77114440595,7279.73725686532,24068.6868858375
1981,3,83,14,6380.51800088199,8466.62160089447,11981.7891631704,17362.1058532228,18945.0002626063,2307.39604318983,7957.28892506019,7351.99659551802,24193.752610451
1982,3,83,15,6481.36201152623,8386.49745395135,12011.7023857458,17621.7436921388,19583.8115672788,2321.26649736368,8269.26897197233,7389.06618381137,24342.9714900468
1983,3,83,16,6608.03883289791,8538.61186658381,12168.7430761174,17877.6143419763,20373.5715490068,2344.27919851816,8602.44254531088,7530.21592878903,24605.0467268873
1984,3,83,17,6682.18902665737,8712.75598323633,12313.8722622059,17920.5820324112,20639.129817984,2345.36345324542,8644.69600867019,7468.6773535507,25025.5817599756
1985,3,83,18,6493.56293905136,8470.87538642442,12746.6617088915,17609.1620175334,19872.056335827,2272.57046787602,8354.02952707102,7162.68132653724,24586.9215420215
1986,3,83,19,6124.60345390281,8068.8003734242,12676.6249082272,17070.1785200057,18666.3705759402,2135.36155432179,7808.33916629354,6719.34314127898,23326.293138507
1987,3,83,20,5823.98611727934,7690.56801715863,12272.3654624676,16499.0281241605,17439.4725519872,2034.14652427551,7165.69261760271,6360.48441780534,21962.9696292454
1988,3,83,21,5586.6746430507,7324.20195944824,11668.3212868785,16058.4800581876,16262.6643441578,1940.51064536932,6619.27375716529,6063.49944924606,21051.0831856412
1989,3,83,22,5440.19552112232,7128.17808404025,11017.7605574966,15723.4232840008,15364.7081673045,1893.11397461552,6209.46443800369,5867.76441250081,20428.8277837962
1990,3,83,23,5340.19227947998,7011.8803077329,10502.5994810537,15509.8794637178,14796.2351209351,1873.96470555826,5966.63671351752,5807.56402821277,20027.1767540372
1991,3,83,24,5294.69041628526,6908.89265299368,10155.7353468684,15401.398441957,14450.7016244573,1862.81042089157,5833.62661537233,5789.15064341622,19838.6667044425
1992,3,84,1,5358.80989841458,6929.04624279831,9908.10794376902,15497.2625106621,14459.2877147181,1898.452277699,5892.84960975187,5885.61967977454,20222.4577297246
1993,3,84,2,5576.60956899935,7194.20175070693,9805.84790022513,15851.5198303619,15036.8137309531,2005.9949627726,6395.17769464479,6294.107547927,21294.9052277842
1994,3,84,3,5947.55971238288,7813.27186418477,9963.7220170912,16516.0569936767,16242.5141411745,2185.93064536161,7092.80168248529,6956.54705897725,22989.9499386045
1995,3,84,4,6158.51438214096,8235.92404554735,10412.3336800781,16770.9480629515,17017.7044570266,2297.34266325023,7400.12833158111,7290.28822269155,23942.2414626158
1996,3,84,5,6164.43764657703,8406.2969233897,11229.1015211586,16684.1475802069,17292.0135391893,2320.90696557903,7434.5674000978,7316.0972867515,24173.1913552116
1997,3,84,6,6182.77222786137,8561.457492343,11657.7843141465,16671.3504335244,17390.7009010316,2330.49543973461,7328.87899896865,7270.17597310158,24259.4243757202
1998,3,84,7,6247.11952051036,8640.27817359259,11975.8233385429,16727.7253861787,17373.8674719415,2354.6264190883,7112.49560227898,7254.31209919688,24631.3326388934
1999,3,84,8,6112.728579921,8665.03206194174,12105.405593397,16805.4636158223,17118.6823654355,2349.8096497,6947.09616604861,7182.313686482,24574.186115246
2000,3,84,9,6117.51808087495,8629.6945823916,12159.9957302276,16835.6508915383,17093.1317554587,2347.10406675221,6902.7548310787,7098.73723321368,24462.0602299442
2001,3,84,10,6026.43298627981,8648.27195773204,12158.7237234841,16888.071132167,16987.2078449404,2333.17834785644,6844.61036342414,7006.29606382671,24446.4920882831
2002,3,84,11,5834.39103258053,8572.5866805865,12169.2084550967,16980.5159155064,16901.014195176,2277.24398837864,6927.50062960091,6844.68728297594,24343.3405373518
2003,3,84,12,5776.60839845546,8578.97550776318,12213.7428350667,17071.5379043848,17007.8973797268,2248.370655439,6936.07959106856,6742.62251907023,24085.542177336
2004,3,84,13,5822.82606592381,8581.71409616834,12210.4790292623,17218.0762016515,17411.9316001949,2212.18142908271,7115.65244269427,6678.11282397284,24134.2603631588
2005,3,84,14,5815.23963139173,8578.10541520721,12249.2790300538,17396.3303097382,17977.6538017821,2207.14483315573,7328.85512853988,6693.79967141809,24288.9431072067
2006,3,84,15,5851.78757709338,8642.4608763894,12344.2654250794,17581.925253748,18473.1618012026,2207.96017997695,7555.41834165332,6721.5400693912,24337.7772404762
2007,3,84,16,6064.73799432645,8711.14080559699,12450.3001121197,17814.9580288922,19338.52704356,2224.3591662496,7886.7930106016,6852.42848586535,24606.3193703455
2008,3,84,17,6159.71705487733,8761.23953728013,12519.2953044879,17971.9228817568,19697.1929008952,2231.19167302336,8043.36289142747,6839.59242259697,24918.2364719246
2009,3,84,18,6008.14858318402,8622.01107371219,12887.9216180067,17689.6676882015,19128.1584967456,2163.49519516259,7796.596007406,6582.7557040663,24407.6804589608
2010,3,84,19,5639.05347921219,8209.85573847542,12842.9716861137,17140.9217921129,18050.5763493892,2041.48723619121,7324.61113806248,6161.12706589977,23232.4142825053
2011,3,84,20,5358.3484445812,7684.98019761484,12486.1764208555,16488.8370949875,16805.8489679127,1910.72517016922,6733.10200754596,5780.99704668969,21905.4467156242
2012,3,84,21,5136.56396032787,7372.69653680893,11872.5705751536,15986.9967735886,15626.3487582239,1847.99757801646,6161.88147819248,5491.13634682129,20991.463929582
2013,3,84,22,4920.86909855658,7126.28605118974,11208.4423937052,15648.6962299019,14713.4978975291,1805.37986959937,5710.26150203488,5296.37478585352,20417.8316842037
2014,3,84,23,4825.60519451594,6947.067166659,10707.7052964702,15398.7214264498,14127.664478523,1770.53248606894,5437.61305779107,5203.89477420518,20037.3144286464
2015,3,84,24,4774.15972846099,6896.79800847688,10320.7346849466,15241.1145232404,13704.8512705505,1754.63170563297,5245.5745740609,5149.07107221415,19968.5937024147
2016,3,85,1,4786.91703416422,6886.56634174467,10088.109136201,15215.2455199375,13597.8471749263,1785.33149539007,5239.30273241144,5216.86765935526,20224.6741975174
2017,3,85,2,5030.2584738667,7191.12115763535,9978.56469324767,15486.5715777828,13963.8779767969,1839.7152675845,5554.79259387306,5448.68493889171,20916.6138532248
2018,3,85,3,5293.14316993279,7676.85423212479,10086.0578013362,15981.2332674462,14704.8220560281,1969.32221650434,6079.34404308029,5836.18858467586,22190.1976675041
2019,3,85,4,5502.97644170132,7956.64721753285,10493.3538596478,16291.2761462727,15319.4350068404,2073.70422600363,6415.07539041317,6117.67796238447,23044.3112147751
2020,3,85,5,5740.02860969408,8188.41389608886,11052.462197772,16564.2987929011,15929.949972338,2154.1640932052,6671.98859654463,6281.13377626697,23612.6004544328
2021,3,85,6,5849.16218931645,8363.17489376906,11337.6906882778,16837.3765926984,16321.3597263707,2217.80514960968,6888.96128387304,6446.61491319464,24089.507619845
2022,3,85,7,5994.77155271962,8475.75297981639,11599.9412111411,17121.2185712677,16572.1594254953,2230.73517224575,6927.06113646589,6537.27637651214,24364.5703790746
2023,3,85,8,6053.7430177428,8388.54504274764,11665.927095997,17238.2094981503,16683.461553247,2242.80118566424,6989.79020889381,6543.29158534207,24336.4368923534
2024,3,85,9,6019.68910324529,8320.38212973687,11633.4574040175,17251.4162101688,16601.6905895108,2227.82027834117,7040.57029574702,6459.33837255674,24078.569552242
2025,3,85,10,5930.48260825478,8274.83084259455,11539.728803087,17244.6707461916,16363.6082990258,2203.58079829597,6997.92167283107,6404.10335305342,23729.0267603256
2026,3,85,11,5990.24301981763,8127.31666129468,11426.6945372704,17200.5898400789,16335.1933926488,2164.04965530895,6925.60194484846,6356.05598959713,23445.4469000242
2027,3,85,12,6013.10803620594,7960.49509263829,11361.7889701045,17181.1988177103,16782.4330943231,2170.79562936498,6940.22221601595,6337.35724883563,23032.0608369201
2028,3,85,13,6025.99358886232,7821.32854929615,11290.4917447099,17199.9551055907,17157.0672035203,2152.54511807828,7089.33935671589,6375.33263175691,22783.7459454519
2029,3,85,14,6054.35061413544,7808.62459895639,11272.1871026931,17336.4758247546,17725.1563320489,2147.25451485161,7239.89996721869,6468.92607708059,22746.280639352
2030,3,85,15,6082.94172807344,7833.72305315639,11343.4562823645,17368.9482969851,18177.9931401377,2148.29980159669,7412.7314402254,6458.58999533784,22726.9406548062
2031,3,85,16,6156.49510903777,7969.04294144624,11533.2430650667,17461.2864373868,18828.9275354171,2178.02730061154,7651.97793764686,6628.36858330387,23003.1776169456
2032,3,85,17,6309.70569493941,8358.33217103502,11768.5743079428,17503.4672318792,19283.298961054,2207.41079436158,7833.18711537985,6706.06670808962,24109.6026089227
