Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9
,,,,,,,,3640,8257.673698,8983.438559,19708.35822,52340.63282,20869.45622,6792.629124,9353.708618,8271.526749,31995.69187
,,,,,,,,3641,8262.210083,8969.749518,19458.19204,52268.52828,21080.03008,6783.169182,9424.191345,8261.810849,31316.85286
,,,,,,,,3642,8170.632612,9050.663582,19270.01926,51989.62095,20669.97712,6791.526323,9182.215738,8159.53464,30929.54378
,,,,,,,,3643,7885.963116,8740.346746,19232.78814,51320.33466,19428.28332,6679.211216,8590.539021,7772.912355,29708.0187
,,,,,,,,3644,7593.599605,8283.235153,19082.05821,50584.74269,17901.01302,6535.282456,7935.632542,7330.237474,27880.90393
,,,,,,,,3645,7374.91723,7913.009028,18403.72727,49972.1182,16624.10486,6488.707906,7324.738923,6971.58052,26437.28721
,,,,,,,,3646,7244.528273,7537.78405,17621.86875,49560.2583,15691.66172,6413.917327,6899.996156,6782.327517,25488.76814
,,,,,,,,3647,7159.403904,7315.454933,17045.98805,49322.35228,15051.68669,6405.461192,6624.591132,6678.140176,24795.31585
,,,,,,,,3648,7132.705693,7177.675045,16673.04602,49149.75502,14590.88655,6390.891896,6436.995465,6639.369122,24364.08775
,,,,,,,,3649,7133.079326,7223.878963,16388.24947,49143.3958,14486.3811,6406.785117,6438.191416,6706.746886,24512.59609
,,,,,,,,3650,7296.242803,7442.654535,16212.68358,49387.22835,14772.65155,6524.256999,6701.036633,7003.363968,25034.90992
,,,,,,,,3651,7530.701779,7826.152487,16283.65172,49768.10525,15648.91213,6643.153634,7182.443291,7557.878528,25971.93589
,,,,,,,,3652,7722.677871,8199.272791,16544.85198,50148.56101,16586.7541,6772.712788,7583.644052,7918.514158,27120.13226
,,,,,,,,3653,7823.555173,8424.699575,17251.65401,50386.956,17030.02848,6813.957224,7746.632145,8076.191139,27967.45813
,,,,,,,,3654,7860.893168,8582.723195,18020.02438,50660.20114,17201.7876,6839.16353,7929.55925,8123.571508,28575.20149
,,,,,,,,3655,7877.169164,8737.574585,18589.34063,50923.74158,17388.92531,6876.218437,8056.191263,8219.821563,29125.0638
,,,,,,,,3656,7901.94875,8826.85181,18999.12816,51124.59822,17601.7429,6855.121844,8230.105087,8273.201688,29545.00577
,,,,,,,,3657,7930.857936,8824.153952,19375.55178,51375.72494,18111.59569,6856.480253,8389.211687,8286.530701,30098.06613
,,,,,,,,3658,7971.416176,8912.607006,19577.43344,51574.83834,18481.74099,6859.380509,8479.377091,8302.535109,30553.18708
,,,,,,,,3659,7991.888008,8922.079391,19654.50709,51733.31572,18836.01649,6819.506333,8670.659564,8305.108199,31030.59881
,,,,,,,,3660,8031.753303,8895.137472,19691.53653,51898.42175,19158.06301,6788.353846,8770.79107,8258.344589,31224.14538
,,,,,,,,3661,8067.200315,8874.059941,19952.86251,52116.60738,19479.88421,6785.190943,8902.356222,8254.687378,31586.25509
,,,,,,,,3662,8095.066078,8887.062718,20210.50429,52206.42391,19663.48861,6759.841546,8986.560401,8251.796601,31803.80388
,,,,,,,,3663,8091.426354,8901.023157,20308.5382,52137.77598,19690.49095,6766.23067,8976.078761,8186.44724,31684.83076
,,,,,,,,3664,8040.459386,8864.225867,20456.77096,51925.46332,19966.67703,6761.412477,8999.633993,8151.163258,31265.64638
,,,,,,,,3665,8103.689839,8856.885183,20566.79656,51818.51906,20438.55912,6777.921058,9096.542227,8247.49405,30632.02513
,,,,,,,,3666,8193.661038,8887.585877,20479.8856,51621.13794,20074.03788,6779.047134,9016.911544,8116.454854,30546.38688
,,,,,,,,3667,7893.72645,8601.307823,20564.94001,51024.19097,18922.78125,6669.521482,8515.687268,7728.718127,29260.55846
,,,,,,,,3668,7582.924213,8216.123952,20359.64327,50367.64774,17614.69473,6556.68399,7853.217095,7307.54064,27554.78307
,,,,,,,,3669,7308.972486,7858.429735,19570.09704,49797.62446,16342.83811,6466.988035,7285.863505,6940.039928,26045.67436
,,,,,,,,3670,7137.205184,7553.070025,18636.59714,49416.86747,15487.5224,6422.748972,6861.180927,6768.356384,25118.42657
,,,,,,,,3671,7069.601601,7384.471403,17936.4312,49148.47184,14880.3099,6389.002783,6572.667567,6643.617981,24681.03312
,,,,,,,,3672,7043.288489,7309.408213,17420.46165,48994.63499,14450.59503,6370.411585,6400.127245,6648.189268,24389.54989
,,,,,,,,3673,7087.254987,7343.010681,17008.61874,49013.7159,14340.74327,6395.792688,6390.252151,6683.591997,24427.14885
,,,,,,,,3674,7235.867863,7552.860067,16856.86898,49263.03246,14767.22237,6490.938257,6667.764222,6999.823255,25213.8551
,,,,,,,,3675,7478.631895,7911.768615,16887.40827,49660.96256,15730.45824,6636.180441,7139.583575,7514.896964,26235.52183
,,,,,,,,3676,7628.188987,8266.432577,17244.62431,49962.6017,16630.27518,6733.685311,7543.07606,7893.239941,27428.52069
,,,,,,,,3677,7723.943749,8561.160669,17952.99886,50166.84239,17052.57021,6794.20162,7774.769378,8044.98488,28163.571
,,,,,,,,3678,7801.975468,8781.882887,18783.34383,50431.62123,17376.15257,6823.499187,7915.350194,8196.578778,29105.0235
,,,,,,,,3679,7878.406002,8988.374693,19506.7164,50723.3944,17716.40089,6905.525058,8131.939461,8345.156597,29926.66089
,,,,,,,,3680,7973.142787,9183.404836,20197.85705,51051.10561,17934.70323,6893.244105,8369.832796,8440.162067,30750.36098
,,,,,,,,3681,8112.175708,9315.93441,20812.75683,51339.85072,18333.38152,6896.377379,8572.565149,8524.114579,31587.32764
,,,,,,,,3682,8155.270595,9616.63445,21304.01439,51636.79265,18897.5348,6920.935262,8757.59591,8621.436404,32654.62535
,,,,,,,,3683,8285.442311,9770.686281,21702.18043,51936.83913,19243.72444,6908.56083,8953.912334,8610.54836,33569.8136
,,,,,,,,3684,8421.07773,9945.962011,22152.42818,52206.34371,19668.90198,6912.710026,9214.854868,8658.813578,34456.79431
,,,,,,,,3685,8510.033297,10102.93284,22580.82796,52518.59319,20177.53336,6906.104986,9568.969905,8705.392192,35125.72364
,,,,,,,,3686,8558.634654,10235.08543,22856.62554,52670.5204,20632.93427,6893.537111,9809.15179,8712.232947,35614.57605
,,,,,,,,3687,8644.16509,10213.35637,22971.35044,52637.73942,20722.92837,6902.400909,9838.191225,8668.689811,35581.19863
,,,,,,,,3688,8609.341595,10136.04734,22743.63122,52477.77785,20708.77959,6859.589391,9786.688604,8580.286623,35104.44356
,,,,,,,,3689,8528.156755,10031.27405,22149.58676,52318.41584,20909.69769,6871.567441,9739.952313,8537.366025,34140.64702
,,,,,,,,3690,8476.422078,9998.290168,21422.10406,52073.6216,20692.93133,6863.804073,9595.68278,8441.137079,33931.21484
,,,,,,,,3691,8176.180703,9610.432688,20999.27962,51435.50245,19443.1931,6756.964729,9021.447061,8020.474264,32236.92185
,,,,,,,,3692,7824.944703,9006.704917,20482.38454,50703.09823,17955.1382,6627.313143,8352.954386,7508.608604,30110.55568
,,,,,,,,3693,7519.385,8439.531117,19560.65271,50099.15942,16690.49257,6531.062812,7709.931938,7132.434136,28345.68504
,,,,,,,,3694,7310.48755,8056.873684,18563.39118,49624.8525,15696.37801,6451.891089,7206.051265,6913.129927,27100.73021
,,,,,,,,3695,7117.147986,7864.287724,17789.66481,49293.56866,15063.61489,6431.292776,6857.956716,6772.666562,26291.95299
,,,,,,,,3696,7080.808579,7685.925602,17290.62287,49119.96902,14632.83396,6416.968902,6640.48838,6682.872018,25826.87802
,,,,,,,,3697,7094.586397,7651.622372,16901.74354,49126.02503,14511.2706,6393.507416,6596.745374,6740.150862,25884.66895
,,,,,,,,3698,7261.86486,7868.714638,16705.58206,49351.75775,14807.43414,6501.322465,6835.045518,6999.803421,26501.60016
,,,,,,,,3699,7465.062207,8195.189789,16757.8549,49738.76832,15572.24993,6605.085616,7293.316065,7469.918849,27480.56685
,,,,,,,,3700,7730.074675,8617.690859,17080.46722,50153.20566,16597.65486,6736.159986,7754.752793,7862.040293,28836.56495
,,,,,,,,3701,7909.64858,9068.013711,17668.23464,50474.9492,17265.63638,6795.68927,8106.721066,8096.32948,29978.91625
,,,,,,,,3702,8028.973874,9475.892426,18330.36784,50883.03524,17931.26319,6872.77838,8414.761007,8328.108409,31337.00941
,,,,,,,,3703,8165.107644,9856.877356,18842.09928,51360.80165,18672.372,6917.388913,8719.578475,8551.233883,32679.18432
,,,,,,,,3704,8321.285052,10221.89847,19125.40023,51857.36321,19438.15301,6945.425683,9055.015558,8771.495054,33995.1632
,,,,,,,,3705,8530.77572,10528.13906,19365.38104,52374.56278,20225.93782,6953.187301,9428.248382,8952.829945,35003.75457
,,,,,,,,3706,8681.106504,10829.78411,19498.34986,52798.58836,21030.16006,7011.722831,9791.813874,9175.663415,35913.00825
,,,,,,,,3707,8873.360673,10958.80928,19644.44683,53153.77429,21731.10212,6970.246297,10105.76152,9227.184111,36278.71415
,,,,,,,,3708,8993.593754,11057.93426,19884.3157,53425.47757,22343.07665,6979.248807,10305.20868,9256.99304,36675.78133
,,,,,,,,3709,9075.770935,11075.52226,19992.14329,53530.96984,22953.67693,6972.555736,10512.86036,9293.618177,36604.7377
,,,,,,,,3710,9071.766339,10862.57345,20001.1041,53608.79841,23396.8803,6987.49205,10580.24002,9254.170876,36114.1051
,,,,,,,,3711,9007.878427,10565.90833,20097.73674,53496.81052,23286.44934,6932.002748,10501.91495,9111.769199,35193.91807
,,,,,,,,3712,8887.114112,10295.60601,20143.86985,53271.58326,23116.4099,6879.00176,10401.86844,8948.12419,33884.39425
,,,,,,,,3713,8829.21443,10127.35296,20098.47008,53052.90499,23128.96769,6859.734708,10375.37739,8809.355931,33104.89833
,,,,,,,,3714,8705.643884,10062.58443,19892.49137,52776.21757,22803.90953,6854.315301,10255.83167,8699.232352,32635.55248
,,,,,,,,3715,8368.789056,9642.675559,19896.52785,52164.35427,21568.03103,6741.695195,9745.049266,8236.677859,31210.62015
,,,,,,,,3716,7979.41939,9019.923674,19670.15216,51439.1352,20084.19234,6607.915002,9039.58532,7709.612347,29261.34246
,,,,,,,,3717,7655.841583,8435.698668,18977.11797,50812.0089,18547.71064,6501.179093,8379.751117,7240.611489,27732.51022
,,,,,,,,3718,7435.45093,7981.009559,18009.57344,50254.07351,17203.86464,6394.419805,7760.817484,6958.635667,26516.58231
,,,,,,,,3719,7259.666113,7637.092841,17397.60894,49932.66241,16389.69822,6346.141845,7363.834102,6774.945489,25769.86486
,,,,,,,,3720,7190.048461,7482.486843,16935.08643,49700.87207,15807.04322,6349.821952,7119.34086,6630.246812,25140.28825
,,,,,,,,3721,7175.727867,7472.476858,16628.55457,49547.87418,15415.33271,6341.345961,6911.464328,6590.767999,24830.09289
,,,,,,,,3722,7182.324169,7495.862619,16386.23554,49489.0031,15145.52819,6366.973328,6874.734101,6634.494523,25010.39536
,,,,,,,,3723,7194.123322,7557.065187,16335.79877,49567.74692,15250.86586,6409.012989,6928.022864,6768.559108,25008.81924
,,,,,,,,3724,7409.612751,7765.144376,16536.69396,49920.41005,15892.98512,6492.691742,7342.303307,7143.617569,26024.05977
,,,,,,,,3725,7645.360946,8119.723542,16800.6046,50493.09763,16906.1577,6563.678622,7914.733569,7555.5326,27385.4006
,,,,,,,,3726,7931.846718,8399.110963,17199.06895,51100.16373,17864.34888,6660.8424,8472.220493,7866.665376,29110.71005
,,,,,,,,3727,8222.183584,8666.491241,17680.1542,51732.95533,18877.15517,6693.117518,8960.278608,8136.532014,30755.39906
,,,,,,,,3728,8422.456442,8857.649089,18055.99995,52318.35363,19781.697,6707.985276,9398.439592,8322.240427,32259.32772
,,,,,,,,3729,8625.259817,8938.570395,18301.214,52737.51287,20755.11894,6727.470967,9690.923625,8430.744693,33469.99938
,,,,,,,,3730,8778.752695,9000.475119,18542.67036,53024.81195,21371.2888,6725.654653,9847.636684,8528.147505,34208.58934
,,,,,,,,3731,8916.223126,9127.171953,18792.86785,53269.82085,21882.41361,6717.560015,10066.41042,8612.311268,34734.94342
,,,,,,,,3732,8934.967952,9335.513729,19054.72244,53476.72533,22264.04865,6729.451069,10104.08452,8739.167128,35052.84822
,,,,,,,,3733,9050.372428,9416.808007,19445.40616,53597.56327,22179.92301,6728.108041,10107.5275,8813.006587,35387.88429
,,,,,,,,3734,9049.885689,9395.999355,19838.62748,53690.19824,22157.74271,6708.260908,10177.12564,8844.617795,35136.42144
,,,,,,,,3735,8945.888166,9296.221946,20200.14974,53483.38301,21756.05128,6683.324817,10046.17261,8715.466489,34423.865
,,,,,,,,3736,8735.918642,9169.324008,20308.98411,53162.43267,21387.3551,6657.169112,9832.626447,8522.589323,33409.22763
,,,,,,,,3737,8651.769072,9115.503065,20059.21552,52855.33126,21303.29586,6655.417174,9715.246558,8422.814246,32567.18501
,,,,,,,,3738,8551.921711,9197.644571,19620.37807,52484.56476,21062.1895,6650.505991,9583.87641,8324.628053,32034.85674
,,,,,,,,3739,8248.83139,8870.708642,19420.02506,51877.93592,20197.38322,6566.442996,9183.27028,7955.661528,30723.45412
,,,,,,,,3740,7882.932511,8357.312418,19146.0313,51253.10854,19096.77609,6476.111901,8671.472096,7528.809333,28973.11214
,,,,,,,,3741,7589.704254,7985.732656,18519.23544,50667.47275,18020.84165,6422.315645,8118.01865,7154.21261,27429.20759
,,,,,,,,3742,7402.547181,7672.361668,17904.80019,50185.31524,17041.26401,6347.861598,7698.019856,6872.868039,26312.29034
,,,,,,,,3743,7248.722686,7441.753214,17308.33436,49854.07729,16267.26793,6295.366999,7309.117242,6724.105222,25520.06824
,,,,,,,,3744,7152.819819,7298.297804,16879.79873,49604.5465,15678.71287,6272.605523,7051.974374,6601.560324,24904.97407
,,,,,,,,3745,7038.589892,7209.867892,16558.09223,49429.78227,15266.14731,6261.897612,6875.530854,6525.761098,24585.00773
,,,,,,,,3746,7023.762751,7215.971909,16443.73104,49329.74507,15013.77834,6252.715919,6760.784416,6541.872133,24497.4692
,,,,,,,,3747,7024.193819,7215.854341,16369.55547,49323.08952,14883.26703,6268.734595,6782.946581,6604.293223,24349.61014
,,,,,,,,3748,7180.39821,7349.915728,16342.98306,49637.18158,15216.40009,6339.541126,7000.048435,6851.090767,25173.98792
,,,,,,,,3749,7399.143928,7673.114158,16266.60883,50134.60631,15860.58381,6417.41228,7430.07898,7152.39934,26531.89722
,,,,,,,,3750,7690.149969,7940.904205,16538.95027,50695.26046,16555.63882,6482.560009,7893.346207,7381.965365,28104.62139
,,,,,,,,3751,7867.428438,8201.996143,16954.30086,51193.08208,17082.80548,6511.889171,8240.374351,7535.948003,29439.03517
,,,,,,,,3752,7999.647792,8371.394864,17382.92731,51660.06061,17418.47866,6562.287139,8528.863748,7621.862875,30684.52168
,,,,,,,,3753,8099.70809,8551.842669,17714.2709,52070.54749,17716.36563,6565.750134,8787.896629,7665.01552,31664.78121
,,,,,,,,3754,8255.940255,8600.080897,17998.21753,52359.6877,17809.12134,6562.195413,8879.748321,7596.13984,32393.69948
,,,,,,,,3755,8343.154885,8685.902086,18082.03816,52627.46714,17804.25957,6545.373168,8996.802503,7537.749498,32576.57142
,,,,,,,,3756,8482.068309,8768.39226,18112.66326,52792.63038,17913.03488,6551.793794,9228.157873,7533.162616,32690.72792
,,,,,,,,3757,8567.401974,8794.068872,18122.15542,52905.79956,17969.30622,6579.523525,9220.778773,7550.504599,33142.62965
,,,,,,,,3758,8633.20552,8797.330438,18098.25291,52974.72464,18167.97565,6583.971419,9303.197977,7637.208898,33431.93441
,,,,,,,,3759,8551.305566,8751.19112,18077.09211,52910.78147,18216.18633,6600.975861,9171.087689,7611.952844,32972.18784
,,,,,,,,3760,8478.032403,8676.937674,18151.09995,52764.04851,18366.62593,6592.384744,9025.644867,7614.338157,32322.51253
,,,,,,,,3761,8469.531746,8681.373194,18152.19618,52523.90788,18613.8978,6602.866573,9012.987577,7616.511837,31779.47354
,,,,,,,,3762,8334.23753,8733.541006,18179.9617,52152.15233,18322.63572,6593.005151,8809.190545,7497.386416,31477.24043
,,,,,,,,3763,7960.72014,8454.210132,18417.1099,51505.29006,17449.36689,6519.398391,8365.459322,7194.592233,30310.0213
,,,,,,,,3764,7723.310254,8126.098478,18369.72843,50831.48659,16419.94191,6457.790594,7830.282447,6890.105746,28647.63927
,,,,,,,,3765,7510.360169,7869.969454,17986.99081,50279.36695,15575.03375,6413.07852,7318.704726,6686.811003,27492.0675
,,,,,,,,3766,7404.632509,7590.948681,17561.60021,50006.26284,15102.87602,6363.959666,7009.635976,6502.640406,26557.19612
,,,,,,,,3767,7267.374476,7478.289715,17122.00024,49636.18005,14563.41299,6354.173271,6742.749455,6443.992179,25916.02829
,,,,,,,,3768,7207.994534,7407.32857,16780.20294,49470.1413,14269.67925,6341.315707,6509.274613,6466.914923,25687.92858
,,,,,,,,3769,7248.522592,7450.805095,16583.369,49424.48255,14215.09784,6375.564913,6516.055332,6578.480303,25821.22022
,,,,,,,,3770,7360.763408,7731.380931,16424.84397,49661.85417,14681.82262,6449.297388,6792.680078,6902.118821,26655.94183
,,,,,,,,3771,7642.661394,8080.328731,16598.83703,50048.3787,15605.73196,6588.220837,7294.606471,7416.800587,27950.78092
,,,,,,,,3772,7862.98625,8529.78555,16963.21596,50381.28014,16530.89516,6732.464424,7629.339014,7809.147752,29242.00122
,,,,,,,,3773,7945.499909,8854.182494,17702.05118,50537.49076,17003.96273,6789.190915,7844.675639,8030.798414,30248.95098
,,,,,,,,3774,8063.491486,9092.136919,18457.52744,50677.00224,17278.495,6836.557253,7942.263593,8171.049561,30928.18173
,,,,,,,,3775,8175.532762,9234.708849,18907.6498,50775.2649,17470.62304,6890.329329,8041.653906,8294.474996,31612.18773
,,,,,,,,3776,8208.540707,9467.843423,19210.50505,50823.61535,17578.31216,6915.583757,8096.784721,8352.990053,31688.48907
,,,,,,,,3777,8242.825937,9584.122004,19491.99192,50829.09077,17680.06241,6929.070116,8173.52968,8398.078768,32544.33567
,,,,,,,,3778,8331.913896,9729.796007,19655.87254,50841.5358,17736.54949,6938.097037,8191.648482,8455.512078,33146.08763
,,,,,,,,3779,8288.418955,9718.890586,19740.28861,50889.05733,17944.97432,6916.916747,8253.828348,8451.274795,32905.62021
,,,,,,,,3780,8297.34394,9697.908349,19846.4408,50895.13925,18243.98564,6876.056742,8284.818717,8434.507613,32967.33519
,,,,,,,,3781,8323.546158,9725.627619,19884.97623,50941.40982,18809.62961,6860.192347,8372.381482,8452.128685,32983.22536
,,,,,,,,3782,8345.522412,9668.453617,19830.44425,51031.96996,19368.91211,6847.681381,8487.265405,8474.760513,33007.17099
,,,,,,,,3783,8336.797284,9655.228722,19840.76782,51063.99772,19522.69469,6840.722556,8548.488386,8411.216926,32950.52013
,,,,,,,,3784,8324.460493,9593.736286,19834.49956,51057.12414,19634.43431,6814.382786,8647.696061,8312.625095,32640.84483
,,,,,,,,3785,8326.898614,9540.792984,19865.03832,51143.82189,19886.86517,6812.578062,8770.779017,8284.109129,32335.32853
,,,,,,,,3786,8330.333179,9592.688846,19855.8999,51051.50112,19703.33411,6821.577214,8692.271854,8197.524827,32092.55904
,,,,,,,,3787,8036.958997,9194.244737,19998.29236,50587.20968,18539.74243,6724.918448,8239.273194,7757.496225,30936.87905
,,,,,,,,3788,7703.944549,8646.965328,19754.41456,50081.00608,17174.86558,6609.582273,7603.917049,7336.754125,29048.5815
,,,,,,,,3789,7408.629929,8152.274637,19058.71224,49613.23417,15983.85818,6542.77639,7039.582006,7000.561673,27642.56117
,,,,,,,,3790,7293.535128,7799.859541,18240.64341,49298.41254,15118.27457,6476.45199,6668.034971,6761.307067,26653.22583
,,,,,,,,3791,7222.80635,7607.397423,17606.759,49053.04441,14564.75122,6439.797191,6403.65813,6678.724786,25929.12247
,,,,,,,,3792,7171.478768,7557.639065,17195.69441,48927.19,14179.51331,6420.505295,6218.914124,6619.803113,25591.83668
,,,,,,,,3793,7181.773742,7483.697662,16906.54028,48982.1421,14087.70641,6461.94822,6232.440519,6657.121171,25779.67171
,,,,,,,,3794,7332.81266,7731.043698,16798.7373,49169.51949,14405.50288,6517.155759,6474.841693,6959.821406,26473.63433
,,,,,,,,3795,7541.430455,8059.373628,16898.48864,49585.34641,15223.26385,6662.345479,6961.457397,7411.982043,27715.59213
,,,,,,,,3796,7747.796487,8497.252127,17301.51216,49893.70344,16067.31037,6781.832538,7334.564697,7811.933857,28978.42431
,,,,,,,,3797,7888.241282,8921.386101,18107.78989,50136.47157,16519.46828,6841.785976,7523.73116,8008.117635,29880.67275
,,,,,,,,3798,7986.108418,9225.118992,18918.77666,50346.23034,16791.86842,6899.163053,7662.364967,8114.159197,30694.13645
,,,,,,,,3799,8197.723982,9590.348299,19459.66878,50573.26204,17154.86566,6946.582605,7722.605366,8302.338422,31450.32197
,,,,,,,,3800,8297.924811,9830.113209,19874.79717,50775.06894,17477.59768,6959.603266,7875.349236,8366.078133,32072.71625
,,,,,,,,3801,8417.724588,10092.56499,20305.06763,50925.31635,17853.16072,7032.518274,8040.62425,8392.20906,32901.31925
,,,,,,,,3802,8529.400976,10238.06657,20582.60241,51071.61261,18221.95273,7047.544702,8161.018896,8571.550023,33670.2583
,,,,,,,,3803,8612.346011,10293.46452,20829.00186,51218.13718,18625.40076,7049.254486,8374.40698,8598.928887,34164.09945
,,,,,,,,3804,8672.147638,10289.3582,21216.10206,51353.36145,19191.14574,7024.773751,8668.240731,8630.180924,34268.2286
,,,,,,,,3805,8777.042422,10397.1788,21560.96402,51474.67486,19843.07376,7002.319412,9026.155854,8695.809881,34482.82259
,,,,,,,,3806,8815.027323,10406.13859,21823.63916,51600.5547,20554.83308,7016.614605,9269.239556,8755.704676,34714.88191
,,,,,,,,3807,8831.558866,10323.80863,21891.39838,51629.08443,20705.34214,6956.03279,9350.784378,8704.70517,34310.214
,,,,,,,,3808,8815.04896,10202.28783,21863.90662,51634.53517,20692.0221,6952.028226,9337.973873,8582.684562,33757.15075
,,,,,,,,3809,8775.593656,10126.97096,21711.7274,51701.0247,20843.18849,6936.976924,9367.418955,8511.186087,33458.58679
,,,,,,,,3810,8766.154456,10143.01823,21648.24865,51541.37954,20569.65252,6953.324517,9323.779199,8414.046699,33278.3141
,,,,,,,,3811,8434.623196,9747.352,21686.33185,51017.9973,19372.7069,6817.746757,8781.436114,7998.232651,31759.41038
,,,,,,,,3812,8031.554668,9150.176449,21450.65361,50436.87751,17899.47514,6689.659294,8117.971006,7577.897606,29953.52476
,,,,,,,,3813,7739.512177,8702.589727,20520.24347,49915.78485,16657.79125,6604.308913,7540.865048,7206.17996,28473.34282
,,,,,,,,3814,7582.401236,8372.428175,19462.86711,49599.51601,15787.58459,6539.313884,7110.61503,6983.338815,27402.77719
,,,,,,,,3815,7394.796173,8147.982304,18654.00394,49381.17945,15154.34212,6491.835607,6847.690921,6924.913476,26769.56778
,,,,,,,,3816,7387.705709,8001.033308,18096.1435,49237.69489,14770.76922,6492.748366,6678.167322,6854.542331,26324.42799
,,,,,,,,3817,7399.327942,8022.273437,17716.06033,49219.3174,14696.83109,6514.436576,6685.434109,6941.760936,26490.59552
,,,,,,,,3818,7584.140109,8275.990692,17534.5754,49532.17972,15155.41067,6598.715984,7013.721601,7229.600373,27348.61663
,,,,,,,,3819,7789.920928,8764.866224,17571.05766,49904.23397,16128.00189,6760.904754,7542.07259,7711.995438,28374.58156
,,,,,,,,3820,7975.821823,9236.91382,17947.85379,50263.09247,17161.48514,6861.564545,7964.952171,8108.173261,29661.04626
,,,,,,,,3821,8126.62392,9674.751443,18862.0029,50492.57875,17894.09235,6917.326242,8246.663083,8262.457806,30793.42496
,,,,,,,,3822,8259.212116,9943.355933,19817.7011,50887.38899,18402.02976,6957.216092,8509.771363,8419.015692,31839.49453
,,,,,,,,3823,8381.537226,10263.2646,20608.16633,51236.3991,19018.3426,7022.96851,8827.32418,8621.934826,32991.90906
,,,,,,,,3824,8551.004984,10467.05803,21207.56958,51648.91698,19488.18818,7061.393934,9184.148259,8722.303783,34076.60314
,,,,,,,,3825,8710.74605,10809.09672,21715.22497,51989.30897,19912.36623,7069.497898,9555.744138,8788.194782,35017.14366
,,,,,,,,3826,8847.440944,11186.31618,22009.79323,52555.83512,20333.4244,7100.713305,9846.90372,8909.876605,36061.61933
,,,,,,,,3827,8974.892748,11482.7221,22227.33307,52902.90867,20725.2098,7118.042972,10098.62735,9012.746622,36698.25672
,,,,,,,,3828,9092.167753,11801.62369,22513.50842,53177.87605,21237.0462,7136.542257,10426.3208,9053.110637,37301.83868
,,,,,,,,3829,9281.730189,11896.35414,22753.72691,53504.97641,21853.62942,7139.990639,10685.21939,9099.032863,37384.42555
,,,,,,,,3830,9453.721411,11873.56167,22978.84938,53798.03576,22480.51259,7131.527362,10980.38989,9278.559207,36967.3226
,,,,,,,,3831,9400.426543,11735.90269,23162.38217,53792.70875,22833.4696,7141.196786,11097.48243,9272.84287,36345.12008
,,,,,,,,3832,9353.452655,11410.14942,23154.14365,53669.27047,23157.09066,7100.884841,11047.98063,9203.266192,35690.71782
,,,,,,,,3833,9220.24072,10972.53608,22847.1734,53551.89999,23564.48739,7045.723002,11070.67456,9219.139009,34877.1102
,,,,,,,,3834,9149.498952,10734.69004,22324.72411,53276.59251,23471.74947,7021.638164,10913.45628,9159.695143,34222.12263
,,,,,,,,3835,8729.359437,10094.07669,21718.08239,52590.90752,22192.75108,6890.947509,10293.18453,8654.09203,32579.1692
,,,,,,,,3836,8333.551274,9315.547144,21190.01394,51889.86135,20631.85655,6743.039529,9485.188485,8199.232901,30194.72299
,,,,,,,,3837,7969.712473,8689.2376,20126.26736,51063.21572,19203.96989,6628.844027,8716.969302,7733.108814,28421.40643
,,,,,,,,3838,7663.400357,8155.909576,19011.73892,50590.50449,18102.78404,6540.633473,8205.555029,7420.137662,27036.48304
,,,,,,,,3839,7494.89765,7882.796461,18151.72834,50271.22195,17201.18716,6490.813014,7821.229711,7175.408823,26289.02802
,,,,,,,,3840,7384.192994,7699.419671,17555.07416,50055.8641,16445.20121,6439.845638,7561.834581,7027.871084,25673.99081
,,,,,,,,3841,7342.978375,7656.734209,17201.69621,50007.57637,16111.64998,6479.97253,7479.206126,7025.963624,25549.56352
,,,,,,,,3842,7425.091868,7888.274131,16989.39707,50215.82136,16177.98326,6540.748309,7659.495456,7172.170732,26417.01657
,,,,,,,,3843,7604.343656,8175.070146,17038.7937,50569.77577,17032.20124,6688.715925,8035.460901,7690.469712,27286.78413
,,,,,,,,3844,7875.303761,8633.932327,17342.52841,51061.29587,18072.71371,6792.479952,8426.531747,8140.680017,28760.83855
,,,,,,,,3845,8078.753794,9089.112662,18180.91576,51397.56848,18692.82892,6851.015988,8692.905524,8360.849793,29907.15301
,,,,,,,,3846,8308.435336,9417.405425,18995.2096,51767.64948,19276.93599,6927.310143,8874.368953,8581.249138,31078.89928
,,,,,,,,3847,8463.624636,9730.587541,19853.8014,52097.53556,19841.23788,6966.592523,9056.199334,8742.618482,32348.07415
,,,,,,,,3848,8610.542717,10011.4291,20558.29558,52506.52753,20299.28427,7011.37136,9265.924431,8862.383449,33484.15392
,,,,,,,,3849,8731.393645,10300.30316,21129.23477,52762.00194,20809.99217,7024.802589,9484.637754,8971.962455,34490.03097
,,,,,,,,3850,8872.956769,10560.9573,21611.92173,53176.26673,21381.00328,7052.908424,9681.389778,9103.918864,35530.13522
,,,,,,,,3851,9001.56387,10736.06617,21941.01013,53304.28603,22114.00344,7041.622387,9978.575822,9170.935023,36216.4932
