Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9
,,,,,,,,995,8121.212593,9247.659408,19792.73602,50158.82436,18019.21622,6973.43234,7997.047595,8476.928678,29832.29424
,,,,,,,,996,8056.143703,9210.693869,19674.21395,50135.94873,18041.53111,6934.963424,7900.419096,8383.555901,29650.22004
,,,,,,,,997,8070.058281,9180.338629,19682.47008,50171.56763,18192.44921,6902.044848,8026.874605,8272.661057,29493.36908
,,,,,,,,998,8128.030377,9279.684395,19614.93167,50359.42785,18610.64818,6913.649289,8221.669766,8325.87298,29557.22719
,,,,,,,,999,8296.90605,9437.975642,19643.38157,50663.45972,19680.4858,6972.922467,8592.692313,8595.199931,29893.10801
,,,,,,,,1000,8483.065507,9632.259876,19852.22263,51168.26787,20594.8128,6981.694978,9015.112481,8813.397623,30755.75052
,,,,,,,,1001,8423.420367,9631.780066,20434.97279,51247.81198,20696.96113,6986.694498,9101.178569,8747.821745,30908.16761
,,,,,,,,1002,8343.463677,9546.138357,20628.52833,51102.1038,20406.52734,6913.385598,8947.950974,8578.682807,30446.93566
,,,,,,,,1003,8160.369853,9272.843759,20498.65111,50759.31686,19641.40599,6852.706094,8628.540792,8279.862479,29698.58174
,,,,,,,,1004,7928.591188,8840.312044,20257.20022,50233.3341,18500.63732,6765.173773,8087.697991,7861.49754,28377.36456
,,,,,,,,1005,7646.851907,8469.220927,19784.55636,49699.16746,17206.5234,6672.932895,7511.089045,7530.172743,27167.18023
,,,,,,,,1006,7496.429737,8175.854886,19040.18791,49293.95152,16139.1134,6590.179429,7020.476298,7254.390891,26220.67133
,,,,,,,,1007,7305.094786,7960.452375,18414.80413,49051.24813,15395.36225,6561.147838,6707.381389,7089.142529,25620.28165
,,,,,,,,1008,7264.062341,7891.485093,18008.84286,48846.06075,14907.03853,6524.48698,6479.227762,6977.498316,25252.85335
,,,,,,,,1009,7215.751246,7837.387069,17730.1458,48767.96157,14645.21755,6530.247639,6358.135178,6986.230941,25219.62394
,,,,,,,,1010,7294.415803,7986.746063,17542.96002,48796.8803,14664.97471,6573.220522,6427.075698,7114.509703,25540.67711
,,,,,,,,1011,7479.589395,8349.543265,17478.95844,49153.68974,15209.37304,6659.283925,6757.690898,7446.730905,26564.06011
,,,,,,,,1012,7911.276191,8914.614676,17693.71136,49779.60166,16329.3626,6798.354081,7381.679562,8087.183034,28458.53679
,,,,,,,,1013,8090.671674,9408.922572,18295.52374,50074.85118,17154.08141,6926.353514,7739.348419,8431.037903,29747.60236
,,,,,,,,1014,8167.752353,9575.535146,19224.66863,50074.86863,17512.49438,6950.343379,7883.672779,8495.68362,30101.61401
,,,,,,,,1015,8254.041255,9763.298155,19654.84908,50087.1974,17732.55378,6966.013647,7918.001097,8514.559304,30513.53599
,,,,,,,,1016,8301.461746,9941.159918,19874.10022,50067.23865,17821.53033,7000.571891,7972.979618,8501.292032,30826.92395
,,,,,,,,1017,8346.890623,9927.283845,20016.25886,50058.5971,17871.66516,7047.890957,7989.761281,8495.284536,30898.56885
,,,,,,,,1018,8378.422049,9945.643952,20021.17778,50084.36034,17815.11025,7044.786369,8001.915034,8492.928044,31075.04264
,,,,,,,,1019,8405.060306,9976.661121,19849.9949,50130.21649,17957.48735,7050.563405,8019.263552,8519.780854,31078.52088
,,,,,,,,1020,8402.683407,9900.356536,19723.5108,50161.01069,18116.96903,7030.97422,8081.525519,8481.370835,30941.83096
,,,,,,,,1021,8420.374699,9862.296388,19670.71669,50316.22326,18386.35172,7004.266784,8165.707694,8469.633921,30838.98875
,,,,,,,,1022,8514.267555,9966.748274,19609.34775,50467.25656,18893.63644,7031.10519,8415.740438,8601.857877,31090.39846
,,,,,,,,1023,8670.362307,10036.50738,19565.14317,50823.15167,19805.97961,7055.552413,8835.951618,8827.156822,31382.99243
,,,,,,,,1024,8890.290168,10279.93708,19757.67072,51083.53998,20488.22934,7090.734495,9094.878719,8994.118525,32271.98681
,,,,,,,,1025,8874.408241,10260.77325,20409.44052,51079.31132,20603.41336,7085.86644,9164.939214,8961.475346,32241.29495
,,,,,,,,1026,8864.016386,10125.35829,20891.63542,50999.10458,20448.92962,7065.706579,9089.9622,8872.527106,32048.59512
,,,,,,,,1027,8790.967177,9911.163233,20851.21047,50826.68307,19981.85794,6988.909234,8941.725508,8698.826479,31572.48471
,,,,,,,,1028,8586.293174,9509.356841,20659.13744,50541.33909,19169.71096,6894.861663,8609.167907,8426.177637,30836.29295
,,,,,,,,1029,8416.637837,9068.796752,20345.36046,50202.38531,18155.36452,6791.569668,8196.924761,8188.742671,29675.67174
,,,,,,,,1030,8213.890685,8738.068265,19602.02986,49959.6049,17119.83325,6725.713204,7838.40964,8004.696061,28880.51115
,,,,,,,,1031,8120.859328,8508.88781,19112.82687,49865.80103,16637.14579,6697.32423,7609.869375,7891.98638,28376.53166
,,,,,,,,1032,8143.072006,8401.828757,18669.38728,49866.08802,16308.6747,6666.585641,7490.98051,7852.880117,28246.00863
,,,,,,,,1033,8175.129583,8360.914353,18466.67397,49897.90283,16141.35584,6674.745901,7442.893624,7910.939516,28230.67821
,,,,,,,,1034,8227.727031,8338.999481,18245.10797,50084.65638,16173.67877,6699.075909,7545.875604,8015.36534,28422.7498
,,,,,,,,1035,8404.396926,8449.6314,18187.48253,50372.50277,16509.23845,6743.953933,7776.500799,8235.080443,28965.07188
,,,,,,,,1036,8598.817331,8738.064363,18190.96753,50720.84366,17045.68775,6828.593923,8081.959438,8584.320688,29647.64648
,,,,,,,,1037,8742.144227,8943.257089,18459.63348,51112.41778,17390.73409,6913.562759,8323.461218,8799.866354,30607.86427
,,,,,,,,1038,8787.286863,9102.465847,18795.3784,51238.36509,17521.38434,6965.695105,8342.592603,8906.833394,31199.62789
,,,,,,,,1039,8766.659246,9302.0395,18981.69993,51221.96448,17393.18548,6984.528019,8263.702884,8860.163621,31798.02887
,,,,,,,,1040,8700.114317,9393.908055,19253.22905,51141.96825,17108.7965,6985.394258,8167.911213,8765.257481,32065.29625
,,,,,,,,1041,8625.317138,9442.590303,19415.75506,51072.4381,17010.16256,6967.140938,8055.837934,8603.115782,32211.89028
,,,,,,,,1042,8664.620541,9389.578716,19369.66675,51095.3079,16989.40353,6948.753285,8145.077808,8480.03762,32321.43671
,,,,,,,,1043,8673.942675,9286.467698,19178.01004,51194.46184,17599.50717,6923.930807,8461.50746,8586.260719,32135.96421
,,,,,,,,1044,8768.040121,9238.447886,19050.1973,51350.76122,18236.07011,6952.624395,8693.626131,8699.203057,32045.47867
,,,,,,,,1045,8897.695675,9195.691993,18978.24895,51540.27318,18615.07344,6948.369201,8876.586925,8799.102509,31939.4421
,,,,,,,,1046,8963.742228,9262.726729,19000.54336,51847.53048,19368.07372,6990.797081,9215.389272,9042.776878,32042.51331
,,,,,,,,1047,9125.655048,9340.749992,19150.71267,52134.07594,20264.64176,7013.279064,9595.283794,9293.883498,32269.14221
,,,,,,,,1048,9189.572336,9605.337237,19301.05862,52310.21219,20832.89052,7059.785249,9883.160203,9390.329587,32883.57442
,,,,,,,,1049,9164.399402,9549.795836,19656.61633,52239.68793,20883.90456,7043.614752,9869.969423,9328.142364,32791.99695
,,,,,,,,1050,9028.414107,9462.719908,19922.16382,52096.00019,20686.23829,7007.020975,9745.41882,9137.06556,32206.79642
,,,,,,,,1051,8866.657481,9275.36114,19842.64626,51877.12141,20177.88053,6936.639383,9506.251138,8882.619261,31583.7343
,,,,,,,,1052,8644.078341,9013.05272,19711.14234,51533.43047,19403.16495,6850.315963,9166.911378,8550.724118,30512.19555
,,,,,,,,1053,8414.811206,8700.732546,19419.90826,51156.39727,18512.64125,6756.227771,8761.232667,8213.331806,29554.17105
,,,,,,,,1054,8281.928042,8369.43488,18969.15503,50882.96658,17669.74353,6679.756104,8427.645475,7937.255333,28723.85538
,,,,,,,,1055,8176.231213,8243.93441,18494.49966,50699.35685,17043.61817,6640.837981,8150.904216,7778.759094,28164.17193
,,,,,,,,1056,8095.757326,8129.461955,18118.90492,50586.04144,16631.77585,6613.384138,7919.857643,7701.254645,27871.24248
,,,,,,,,1057,8084.413376,8057.333526,17872.37648,50523.80209,16329.74158,6597.49835,7830.444024,7644.682373,27749.59879
,,,,,,,,1058,8081.460519,8043.424595,17713.44889,50565.19338,16223.47284,6592.787611,7820.725688,7720.624765,27852.27703
,,,,,,,,1059,8124.811942,8082.505083,17666.47755,50755.35062,16368.22556,6617.134638,7966.210537,7888.369103,28220.43361
,,,,,,,,1060,8256.973087,8247.135561,17711.01472,51020.12903,16665.57213,6682.794416,8173.138701,8093.252304,28894.63249
,,,,,,,,1061,8354.912412,8363.85997,17855.5906,51214.85885,16828.32962,6725.931203,8294.106535,8258.793534,29701.66416
,,,,,,,,1062,8484.260905,8550.656073,18039.87092,51180.19545,17016.3993,6804.059637,8420.081709,8400.247825,30199.48548
,,,,,,,,1063,8509.150033,8647.852945,18106.40379,50970.36253,17104.84054,6846.05739,8448.055841,8477.707978,30218.5545
,,,,,,,,1064,8440.922618,8683.204548,18237.49343,50659.64163,17097.06513,6852.99872,8226.667089,8460.540763,29679.06095
,,,,,,,,1065,8398.160495,8647.826319,18314.98736,50385.76024,17064.7605,6840.561731,8000.699754,8396.78633,29195.04565
,,,,,,,,1066,8291.081937,8569.396537,18430.50494,50243.40559,16779.33871,6808.934613,7862.32205,8272.515337,28753.3082
,,,,,,,,1067,8171.33541,8496.348761,18329.57748,50079.57806,16562.10861,6770.634361,7764.368153,8125.875373,28238.93432
,,,,,,,,1068,8065.330819,8451.727949,18266.93318,49945.4626,16646.02737,6739.453805,7737.033153,8012.539751,27877.76204
,,,,,,,,1069,8036.213433,8430.049096,18206.10571,49921.834,16846.34028,6732.147727,7708.348219,7952.064419,27668.8327
,,,,,,,,1070,8111.052673,8486.803952,18182.62211,50119.85052,17601.53861,6764.36035,7923.982002,8117.403919,27821.16007
,,,,,,,,1071,8295.226143,8756.796422,18249.93858,50606.96376,18707.99819,6825.346065,8318.153066,8473.58351,28629.99174
,,,,,,,,1072,8683.474962,9229.175181,18460.1968,51256.34035,19845.43013,6932.369293,8953.720466,8826.563709,30060.30988
,,,,,,,,1073,8790.120471,9367.835009,19074.52889,51425.78763,20049.65838,6962.676085,9070.26701,8886.117919,30805.11225
,,,,,,,,1074,8763.328861,9330.646649,19561.94165,51480.7126,19945.25923,6926.785674,9087.853482,8825.645191,30825.5815
,,,,,,,,1075,8692.075305,9159.85896,19510.8473,51362.21558,19570.7759,6859.379383,9005.298221,8674.82309,30403.14911
,,,,,,,,1076,8553.593839,8918.874313,19331.81699,51107.86324,18933.05102,6797.153585,8732.982054,8435.029949,29672.85363
,,,,,,,,1077,8368.428998,8647.896573,19031.1257,50839.52417,18199.4652,6780.224913,8387.146262,8241.040795,28783.00937
,,,,,,,,1078,8289.684898,8380.975213,18661.79249,50675.9584,17713.69825,6735.32092,8174.407457,8119.857881,28161.84977
,,,,,,,,1079,8196.408059,8291.553862,18114.01364,50531.52838,17131.05223,6737.281894,7913.840733,8052.504731,27856.53767
,,,,,,,,1080,8135.183356,8216.515441,17721.99421,50424.47983,16760.53952,6711.7424,7740.114878,8000.953485,27576.16654
,,,,,,,,1081,8134.85703,8222.010425,17458.14127,50416.24796,16551.6703,6722.906795,7625.190709,8017.245426,27509.332
,,,,,,,,1082,8157.089671,8288.711222,17255.02866,50517.61571,16643.99117,6765.777419,7693.666135,8143.156471,27775.33021
,,,,,,,,1083,8370.427147,8599.895635,17216.02444,50814.59195,17179.41274,6837.165281,7972.75538,8504.469325,28567.05826
,,,,,,,,1084,8653.013685,9055.212109,17414.94628,51289.21581,17878.60591,6997.901956,8337.894082,9065.043367,30014.59028
,,,,,,,,1085,8790.293727,9416.575086,17922.14783,51516.46157,18386.50127,7105.584692,8527.181834,9374.702819,30943.16451
,,,,,,,,1086,8850.307342,9554.235189,18726.13283,51591.2237,18527.11013,7141.329929,8665.555735,9459.371654,31088.63114
,,,,,,,,1087,8882.857599,9713.44774,19067.50456,51629.44469,18372.8824,7176.39656,8808.901926,9471.104522,31261.56468
,,,,,,,,1088,8874.342686,9869.328412,19367.08312,51602.97713,18495.51237,7204.138111,8879.210286,9519.833269,31221.80182
,,,,,,,,1089,8815.359723,9827.907863,19583.33158,51548.71935,18828.29267,7201.959238,8940.24877,9482.302181,30925.03809
,,,,,,,,1090,8688.564665,9847.413989,19711.20444,51400.12643,18831.46917,7201.274194,8891.25552,9440.703172,30733.65794
,,,,,,,,1091,8576.848295,9770.942539,19731.82113,51288.27963,18884.83397,7201.601255,8855.698306,9416.486215,30187.76316
,,,,,,,,1092,8497.2393,9671.186949,19655.27282,51162.29933,18895.50224,7156.774479,8831.131911,9374.735703,30055.15478
,,,,,,,,1093,8443.200484,9594.244067,19629.00901,51163.33607,19160.85424,7122.249988,8877.210177,9345.938386,29677.3146
,,,,,,,,1094,8505.746133,9571.760254,19578.6118,51281.76593,19711.1807,7117.125698,9070.289965,9419.010983,29677.31875
,,,,,,,,1095,8609.569167,9580.658392,19597.99853,51573.14864,20665.92803,7127.497598,9487.706025,9622.04187,29863.88131
,,,,,,,,1096,8837.004438,9777.002223,19790.86397,51949.88834,21339.62855,7160.360618,9780.244782,9652.84712,30758.45582
,,,,,,,,1097,8850.825983,9765.801463,20238.39122,51935.33285,21350.36499,7147.983174,9779.928451,9554.899542,31103.74684
,,,,,,,,1098,8743.352084,9583.902697,20324.70697,51704.41741,20936.78989,7093.837663,9620.444895,9312.656056,30583.87091
,,,,,,,,1099,8496.892951,9269.667676,20139.1618,51300.66822,20097.65361,6990.456461,9215.168457,8957.129529,29704.96032
,,,,,,,,1100,8181.435619,8771.199357,19880.41595,50764.04895,18863.81369,6873.162243,8634.956875,8506.159613,28376.41063
,,,,,,,,1101,7944.427546,8358.781047,19429.45133,50235.9172,17528.51893,6762.785014,8035.942287,8152.530869,26982.07515
,,,,,,,,1102,7762.754242,8010.154579,18715.99283,49883.75414,16455.74567,6694.930282,7533.894628,7883.43189,25953.8625
,,,,,,,,1103,7639.971728,7856.303693,18064.36693,49641.34104,15764.54322,6665.946707,7219.259439,7701.481068,25447.46026
,,,,,,,,1104,7581.857687,7712.232606,17534.93522,49457.73153,15298.53331,6632.897825,6978.10691,7643.269616,25076.05877
,,,,,,,,1105,7581.478884,7657.529659,17138.68217,49410.77162,15020.42948,6624.48357,6891.587175,7612.154337,24923.07684
,,,,,,,,1106,7628.379649,7745.866692,16952.68683,49509.25889,15140.33891,6674.444763,6977.236399,7751.496295,25294.28393
,,,,,,,,1107,7867.484032,8088.110803,16879.68837,49909.02346,15819.16918,6769.782638,7376.949874,8139.738973,26436.57185
,,,,,,,,1108,8271.229767,8665.043467,17059.47113,50545.99793,17047.73495,6974.152905,8048.065257,8822.288669,28442.62596
,,,,,,,,1109,8360.088273,9011.913061,17609.01011,50753.9421,17732.77156,7053.705446,8251.305809,9074.476924,29351.63013
,,,,,,,,1110,8319.547496,9032.246688,18507.26161,50601.75274,17945.58626,7029.625446,8143.921669,9014.886937,29250.01547
,,,,,,,,1111,8190.748607,9088.828105,18945.35437,50452.76538,17868.81744,7013.408601,7896.147183,8882.276927,29192.72044
,,,,,,,,1112,8121.830497,9184.029764,19093.1424,50327.5475,17722.84909,7013.011066,7781.369381,8810.869794,29342.94766
,,,,,,,,1113,8055.40229,9182.094013,19155.40174,50229.61705,17454.39563,6978.196365,7741.512711,8654.776267,29224.02772
,,,,,,,,1114,7997.405907,9173.251639,19309.96325,50193.36174,16945.12749,6951.749985,7718.273775,8492.768433,29215.38239
,,,,,,,,1115,8013.078939,9236.580268,19356.68948,50251.49978,16941.71608,6937.682495,7792.594399,8380.053465,29167.78187
,,,,,,,,1116,8007.886863,9163.435572,19442.35103,50243.15444,17174.86613,6867.301569,7871.477525,8265.769793,29161.12502
,,,,,,,,1117,8022.72584,9053.317191,19574.4827,50311.63497,17639.03657,6844.041605,8014.083627,8185.67982,28821.82913
,,,,,,,,1118,8080.718119,9076.577937,19518.2981,50457.01518,18302.34191,6884.096356,8230.97984,8220.071843,28841.73135
,,,,,,,,1119,8120.529977,9069.49182,19540.19092,50743.10964,19289.46472,6890.8794,8527.811796,8388.042203,29037.26845
,,,,,,,,1120,8418.24861,9413.49687,19753.60684,51175.10212,20372.75481,6982.810048,8962.648131,8732.729982,29948.95849
,,,,,,,,1121,8448.955568,9495.21323,20257.29184,51282.57777,20492.50255,6967.071387,9068.311975,8688.506998,30327.90078
,,,,,,,,1122,8374.466152,9383.55507,20485.15833,51144.18018,20154.51134,6923.549281,8883.706996,8518.87506,30032.6713
,,,,,,,,1123,8175.223204,9043.111166,20405.22427,50780.78503,19301.93535,6849.614306,8560.624401,8188.122197,29163.48855
,,,,,,,,1124,7874.258344,8616.997349,20199.65777,50238.65993,18115.36656,6743.021744,7998.834163,7745.514372,27790.22464
,,,,,,,,1125,7598.993083,8195.103182,19778.39978,49678.95681,16838.66276,6623.345145,7378.24654,7383.672759,26510.49288
,,,,,,,,1126,7398.688101,7877.189654,19106.40223,49297.4241,15777.79698,6567.21733,6926.758172,7056.332863,25443.81919
,,,,,,,,1127,7264.799885,7674.726778,18513.4595,49005.6319,15108.74731,6544.784574,6592.69485,6929.872742,24873.80072
,,,,,,,,1128,7169.479806,7544.657514,18102.8129,48867.8083,14637.02663,6523.543527,6379.904805,6838.819258,24529.90464
,,,,,,,,1129,7159.908686,7394.149059,17841.33439,48803.20188,14334.69441,6506.815147,6288.070239,6854.198868,24476.28565
,,,,,,,,1130,7242.034288,7514.564156,17699.62095,48886.67039,14426.58583,6560.152675,6353.057465,6994.247268,24563.78003
,,,,,,,,1131,7440.993126,7830.31931,17624.96895,49256.97259,15047.5842,6669.465392,6756.637598,7421.079855,25781.45531
,,,,,,,,1132,7803.728662,8429.978977,17859.29643,49900.66435,16343.45682,6861.036354,7410.298303,8098.32934,27722.19598
,,,,,,,,1133,7957.61155,8794.899091,18511.29043,50143.8761,17113.76605,6934.471122,7705.838902,8343.865889,28678.30069
,,,,,,,,1134,7994.190649,8905.517709,19470.62531,50110.45317,17311.80092,6933.384344,7747.151478,8310.499284,28740.90001
,,,,,,,,1135,7982.822685,9041.391665,19904.82176,50130.37373,17347.90175,6959.752711,7750.085997,8251.228988,29103.39029
,,,,,,,,1136,8011.850468,9173.901353,20082.11295,50175.94793,17069.25687,6944.181676,7731.506818,8223.53725,29288.82154
,,,,,,,,1137,8021.331942,9228.019574,20148.50062,50182.78208,17043.35389,6932.94352,7840.683372,8187.017661,29302.52764
,,,,,,,,1138,8012.997969,9293.70752,20151.15926,50276.47999,17170.85454,6930.729922,7882.997058,8134.265733,29372.85768
,,,,,,,,1139,8058.279209,9335.745718,20139.30636,50356.79103,17380.44056,6935.493257,8013.976079,8156.813775,29444.44995
,,,,,,,,1140,8017.962405,9348.205719,20066.39566,50434.52079,17669.85827,6904.37545,8137.499043,8114.94332,29362.85713
,,,,,,,,1141,8035.378395,9331.515069,20117.34092,50548.51331,18164.19672,6882.622698,8239.444135,8113.31666,29267.29426
,,,,,,,,1142,8092.263011,9502.037881,20123.14657,50768.02247,18889.98434,6893.824326,8503.232697,8173.148177,29517.1532
,,,,,,,,1143,8246.975605,9708.746781,20224.10824,51029.34102,19658.71349,6940.024322,8792.452626,8398.803177,30193.68347
,,,,,,,,1144,8455.53861,10083.11992,20461.71408,51417.31175,20732.61999,7005.996229,9179.500167,8552.267857,31094.3587
,,,,,,,,1145,8431.215187,10129.69454,20971.65602,51505.61913,20777.3131,6995.952076,9264.796572,8493.026353,31364.48303
,,,,,,,,1146,8416.536383,10045.13597,21233.34826,51327.63051,20342.9969,6967.635481,9111.99212,8296.981201,31098.57352
,,,,,,,,1147,8181.437262,9711.437676,21149.74161,50912.73696,19421.39159,6871.735212,8760.019023,7973.105766,30455.86683
,,,,,,,,1148,7918.991167,9273.52548,20890.38811,50338.58717,18109.59929,6807.939494,8164.671846,7509.399102,29317.81979
,,,,,,,,1149,7676.969542,8814.349959,20382.69768,49774.57453,16724.64983,6669.417843,7550.66575,7198.701867,27882.53464
,,,,,,,,1150,7471.43868,8570.785749,19606.11374,49333.45952,15606.53885,6636.377506,6988.672123,7011.095971,27042.29287
,,,,,,,,1151,7399.10815,8352.81684,18955.8974,49062.85672,14866.18365,6622.434049,6622.189061,6860.477019,26579.40618
,,,,,,,,1152,7248.012519,8271.702515,18504.19771,48896.77615,14323.36181,6563.080522,6354.942974,6819.496915,26406.75465
,,,,,,,,1153,7253.268915,8215.918327,18167.07252,48760.66794,14048.22732,6578.162782,6198.504211,6836.427299,26485.0174
,,,,,,,,1154,7420.264004,8379.419182,17947.63259,48832.51756,14111.8898,6635.01714,6241.40224,6998.327258,26967.3064
,,,,,,,,1155,7631.252134,8713.700221,17859.57182,49166.54131,14747.79795,6757.409265,6567.537953,7430.704665,28212.46202
,,,,,,,,1156,8041.820659,9375.855574,18065.85909,49772.85225,16118.59524,6952.757595,7252.811325,8178.338705,30210.76634
,,,,,,,,1157,8312.083321,9843.91934,18641.43579,50081.88906,17041.0479,7062.526421,7606.107393,8578.942273,31384.21207
,,,,,,,,1158,8348.786751,9915.67142,19574.9401,50149.69997,17439.17446,7088.426312,7744.523244,8720.459917,31232.61904
,,,,,,,,1159,8395.87792,9979.580501,19965.53503,50116.48948,17736.68995,7119.496827,7808.509924,8819.67741,31282.19399
,,,,,,,,1160,8420.336993,10013.78973,20064.58413,50148.13639,18057.09302,7154.155552,7857.001761,8854.452967,31299.2826
,,,,,,,,1161,8478.595232,9959.785832,20045.90749,50147.14785,18275.53078,7152.520876,7923.050485,8908.902049,31058.06434
,,,,,,,,1162,8450.442797,9887.471321,20055.17846,50135.86844,18377.02407,7128.472699,7919.405657,8947.75157,30998.82273
,,,,,,,,1163,8518.551436,9740.13529,19907.52354,50209.20402,18499.22607,7137.753226,7993.33232,8995.402886,30753.36699
,,,,,,,,1164,8515.018433,9623.730504,19794.49793,50182.78915,18745.42406,7075.568159,8072.30664,8970.335946,30547.75455
,,,,,,,,1165,8527.047076,9541.490975,19831.78491,50330.1766,19207.09509,7048.048874,8227.697337,9000.006211,30356.18704
,,,,,,,,1166,8666.408237,9606.547611,19876.78111,50577.9094,19936.56684,7071.159706,8561.965775,9085.920388,30510.70439
,,,,,,,,1167,8750.403122,9745.434644,19967.50667,50971.96227,20836.23876,7085.706453,8954.959877,9277.959858,30801.82785
,,,,,,,,1168,8949.993405,10079.04455,20126.97723,51286.1707,21498.48761,7146.25684,9303.969169,9431.789092,31571.21616
,,,,,,,,1169,8960.253795,10174.73891,20609.28498,51340.92133,21630.62783,7148.798581,9395.000812,9391.394876,31906.30888
,,,,,,,,1170,8882.660982,10079.28411,20829.11394,51197.12216,21362.70375,7102.500358,9279.902661,9236.23746,31508.63299
,,,,,,,,1171,8666.57541,9817.705969,20679.97427,50900.80232,20594.71101,7038.316473,9033.15191,8915.337963,30805.57809
,,,,,,,,1172,8430.48719,9434.319719,20406.32999,50428.56029,19437.43723,6923.81171,8505.420181,8484.78972,29509.07174
,,,,,,,,1173,8150.766247,8986.494839,19904.76668,49963.12949,18151.26131,6824.203718,7949.296315,8177.574643,28138.26748
,,,,,,,,1174,8013.759564,8676.471983,19171.64984,49619.51273,17121.17945,6770.649279,7523.601475,7908.035553,27202.3882
,,,,,,,,1175,7866.090139,8392.093011,18482.19416,49429.30345,16399.67902,6740.602208,7208.482041,7760.117706,26591.16126
,,,,,,,,1176,7820.287958,8269.490497,17988.91199,49313.63224,15993.19618,6687.206396,7053.952685,7689.53595,26235.47399
,,,,,,,,1177,7801.855527,8200.028382,17673.71554,49304.44587,15811.05665,6701.177142,6970.072127,7687.42638,25946.52779
,,,,,,,,1178,7876.155631,8308.074472,17435.61988,49498.98175,15925.71016,6714.889643,7118.476118,7779.862616,26303.47612
,,,,,,,,1179,8059.971285,8631.493571,17402.34505,49941.18572,16699.46316,6822.443501,7567.933602,8224.921048,27387.97669
,,,,,,,,1180,8430.930335,9134.916187,17563.1968,50672.79008,17991.58197,6999.293572,8301.42803,8897.785489,29309.64883
,,,,,,,,1181,8569.614333,9571.288658,18135.63583,51048.51797,18819.27766,7081.151837,8645.263554,9266.250633,30252.56808
,,,,,,,,1182,8625.487934,9598.736561,18981.29078,51087.75495,19182.08107,7087.622465,8752.499002,9285.578236,30189.1958
,,,,,,,,1183,8591.604201,9598.068449,19372.76403,51069.19474,19401.3202,7103.240269,8711.601669,9298.8071,30221.64719
,,,,,,,,1184,8588.972339,9654.676024,19530.15013,51013.8163,19500.68237,7146.430975,8708.832927,9299.747072,30230.30092
,,,,,,,,1185,8589.437495,9571.857786,19698.08779,50930.01736,19490.88519,7102.732165,8707.99485,9295.791849,29915.52993
,,,,,,,,1186,8545.286908,9515.748542,19804.32929,50836.99296,19389.45872,7088.754304,8641.103715,9237.04838,29689.98092
,,,,,,,,1187,8472.196677,9521.054103,19829.63224,50727.26305,19400.34967,7090.81088,8585.897676,9187.84526,29503.65365
,,,,,,,,1188,8426.484453,9326.23987,19794.33405,50658.99118,19325.26691,7042.32589,8610.340261,9121.461808,29180.65897
,,,,,,,,1189,8355.390683,9291.393911,19788.42,50679.13257,19554.3041,7004.007134,8733.13886,9062.704895,28896.47622
,,,,,,,,1190,8383.665765,9250.725256,19768.5028,50819.33967,20047.22997,6993.231908,8977.249416,9094.454368,28754.99616
,,,,,,,,1191,8476.173999,9279.976432,19749.92808,51112.63685,20789.17858,7014.608686,9281.239249,9229.739473,28780.55561
,,,,,,,,1192,8645.280924,9471.728564,19912.66061,51488.47173,21325.9195,7023.924505,9535.638531,9268.760425,29423.95226
,,,,,,,,1193,8602.061823,9488.839152,20306.0059,51538.84437,21259.37502,6999.387098,9482.583354,9167.69241,29426.77525
,,,,,,,,1194,8511.319137,9338.585001,20510.50831,51427.01171,20946.90899,6966.184289,9289.477199,8975.079361,28939.38402
,,,,,,,,1195,8360.77787,9105.465862,20390.41422,51164.25891,20284.29993,6896.644684,9021.064043,8696.076263,28388.10291
,,,,,,,,1196,8084.68539,8731.129641,20118.59842,50749.45988,19270.20696,6789.722225,8561.30251,8313.887239,27301.27606
,,,,,,,,1197,7909.35368,8330.802169,19750.14874,50302.338,18050.83594,6670.209241,8037.865584,7915.189713,26200.36811
,,,,,,,,1198,7663.004782,8010.043003,18959.67752,49921.41018,16815.69423,6622.698092,7529.915982,7622.969527,25187.20147
,,,,,,,,1199,7546.034326,7778.995384,18421.64171,49678.59389,16142.39474,6578.415358,7208.83674,7442.182564,24663.28679
,,,,,,,,1200,7503.120897,7661.941289,17942.07099,49468.75716,15672.73747,6537.001789,6979.197302,7314.338402,24343.6564
,,,,,,,,1201,7379.762433,7594.34359,17683.53137,49357.25628,15316.43204,6545.579979,6784.458288,7279.3608,24359.56385
,,,,,,,,1202,7456.683273,7606.400621,17457.79746,49326.23976,15182.7,6566.723053,6766.928208,7270.243896,24472.59185
,,,,,,,,1203,7509.360223,7751.796081,17346.71739,49453.64151,15358.35058,6589.973683,6839.187306,7406.475031,24921.23845
,,,,,,,,1204,7671.474308,8021.576459,17398.9413,49605.0678,15713.36802,6662.077574,7017.794936,7658.620007,25704.22119
,,,,,,,,1205,7824.961516,8284.494078,17633.93801,49784.40373,15965.3902,6745.417376,7222.164031,7889.044416,26650.95862
,,,,,,,,1206,7983.245706,8525.744678,18031.44854,50008.69592,16399.50801,6780.408399,7543.897892,8124.133539,27421.30531
