Time,Month,Day,Hour,APS,ATSI,COMED,DOM,AE,PS,PECO,JCPL,DPL,RECO,PENLC,BGE,PEPCO,METED,PL,AEP,DAY,DLCO,DEOK,EKPC,OVEC
4224,6,177,1,4700.467967,7317.301532,13624.45739,11747.21956,1320.01156,4904.674222,4046.995573,2967.400987,1954.521808,192.8427095,1731.723264,3481.589537,3172.612308,1520.873707,3717.610235,12406.25533,1818.762239,1547.741769,2956.565394,1199.957752,49.3460318
4225,6,177,2,4692.400643,7299.243878,13092.57832,11678.74767,1288.91249,4789.121589,3951.649587,2897.489922,1908.473869,188.2993939,1731.71823,3427.140621,3122.995517,1524.388855,3726.202631,12315.63081,1805.476647,1536.435912,2934.968442,1191.192368,48.98557169
4226,6,177,3,4727.215304,7250.922047,12733.72691,11710.20079,1301.7747,4836.912801,3991.083567,2926.404318,1927.518756,190.1784559,1769.04774,3452.773879,3146.353925,1570.632771,3839.240851,12282.72658,1800.652873,1532.330946,2927.126952,1188.009805,48.85469469
4227,6,177,4,5021.909957,7772.505657,12541.20576,12170.1866,1390.242741,5165.627287,4262.315867,3125.28148,2058.512091,203.1029009,1883.468301,3698.56238,3370.329674,1702.305436,4161.100348,12985.08992,1903.619633,1619.95425,3094.508898,1255.943788,51.64835345
4228,6,177,5,5372.796244,8525.597592,12915.47268,12912.34935,1530.510962,5686.81206,4692.361243,3440.606033,2266.205193,223.5949212,2000.433622,4106.10577,3741.705208,1850.133987,4522.451152,14275.44088,2092.785626,1780.93192,3402.015627,1380.749106,56.78074012
4229,6,177,6,5796.331991,9291.937519,13914.61667,13737.94851,1685.166421,6261.454486,5166.516151,3788.273263,2495.20127,246.1887975,2147.6342,4523.97118,4122.486724,2019.824584,4937.241345,15670.49034,2297.300462,1954.971246,3734.473314,1515.681071,62.32956634
4230,6,177,7,6200.933414,10115.30964,15157.84474,14542.39942,1837.161378,6826.211469,5632.514279,4129.959653,2720.257979,268.3939964,2272.346375,4884.410392,4450.93839,2169.502447,5303.11259,17073.98428,2503.053263,2130.064063,4068.943426,1651.429803,67.9119806
4231,6,177,8,6586.604316,10681.59593,16429.17344,15134.01322,1954.355063,7261.659811,5991.815924,4393.412389,2893.784954,285.515019,2365.00766,5172.621636,4713.572032,2276.690744,5565.122712,18061.932,2647.886814,2253.315432,4304.383692,1746.986077,71.84155471
4232,6,177,9,6855.099739,11109.05522,17457.64516,15620.91743,2063.237193,7666.22549,6325.635346,4638.180653,3055.00513,301.4217925,2428.799186,5393.263405,4914.632721,2361.705057,5772.930948,19095.20977,2799.365768,2382.221949,4550.626673,1846.926763,75.95142963
4233,6,177,10,7010.095874,11442.81994,18176.50038,15925.33396,2142.101145,7959.254738,6567.422672,4815.467714,3171.777831,312.9431599,2477.546086,5540.286649,5048.608236,2420.965813,5917.787416,19704.48029,2888.685083,2458.231463,4695.823438,1905.856623,78.37481057
4234,6,177,11,7164.077116,11587.40725,18626.20628,16169.68229,2215.587304,8232.302098,6792.722337,4980.665435,3280.587712,323.6788766,2481.100114,5671.639881,5168.304391,2461.699384,6017.356196,20160.13387,2955.484088,2515.076502,4804.411369,1949.928345,80.18717822
4235,6,177,12,7294.525631,11831.11654,18940.85354,16424.51078,2300.74258,8548.707574,7053.7981,5172.095464,3406.675884,336.1193541,2545.964144,5835.414459,5317.544626,2505.942268,6125.503111,20553.77424,3013.191932,2564.185087,4898.220779,1988.002027,81.75288758
4236,6,177,13,7399.04723,12012.30694,19215.86221,16583.15983,2366.499365,8793.035439,7255.400437,5319.917462,3504.040993,345.7258734,2591.783986,5903.854608,5379.910984,2548.581333,6229.729664,20832.30348,3054.024435,2598.932988,4964.597771,2014.94193,82.86074103
4237,6,177,14,7464.898408,12040.25984,19356.86623,16671.17075,2413.179891,8966.482989,7398.517275,5424.855815,3573.160164,352.5455099,2600.25556,6009.213328,5475.919537,2562.898474,6264.726356,20910.60603,3065.503622,2608.70162,4983.258246,2022.515509,83.17219039
4238,6,177,15,7426.469411,11979.33278,19436.63396,16542.63581,2407.991,8947.202993,7382.608765,5413.191129,3565.47705,351.7874562,2582.677692,5985.60934,5454.410309,2539.286873,6207.010369,20616.21073,3022.345148,2571.974349,4913.100174,1994.041009,82.0012295
4239,6,177,16,7276.68591,11737.74621,19296.37858,16292.17517,2356.434325,8755.637476,7224.542242,5297.291138,3489.137835,344.2554547,2515.783667,5862.38874,5342.125047,2467.834563,6032.352975,20152.08977,2954.30482,2514.072961,4802.49436,1949.150304,80.15518272
4240,6,177,17,6985.341057,11312.28251,18971.04802,15869.67446,2278.018563,8464.273539,6984.129014,5121.011614,3373.028763,332.7995642,2460.968943,5667.349292,5164.394574,2390.505637,5843.330832,19388.89106,2842.41957,2418.860145,4620.614589,1875.332204,77.11955057
4241,6,177,18,6720.501854,10965.72797,18414.15556,15515.78664,2205.329425,8194.187614,6761.27292,4957.605605,3265.39902,322.1802857,2416.928912,5501.551715,5013.310873,2324.478117,5681.933745,18712.70784,2743.290825,2334.50294,4459.471692,1809.930414,74.43002355
4242,6,177,19,6347.7038,10435.26357,17859.60346,14883.07649,2069.380752,7689.05268,6344.470753,4651.991443,3064.101808,302.3193153,2284.07668,5202.055452,4740.393713,2179.864526,5328.441564,17714.06462,2596.88931,2209.917255,4221.482557,1713.339651,70.45790798
4243,6,177,20,5919.809659,9721.976028,17423.87951,14161.75809,1925.942959,7156.090953,5904.707855,4329.541656,2851.715567,281.3642469,2146.047409,4856.38474,4425.399903,2012.450112,4919.215251,16367.33027,2399.457489,2041.905478,3900.538963,1583.080819,65.10125569
4244,6,177,21,5545.386098,8919.579658,16484.23963,13507.72705,1781.881748,6620.812829,5463.033628,4005.690416,2638.406239,260.3181022,2012.88728,4491.624719,4093.010884,1867.591005,4565.122932,15122.93758,2217.028998,1886.661329,3603.984663,1462.720677,60.15166859
4245,6,177,22,5266.308275,8360.6109,15402.02203,12977.56492,1661.768276,6174.515639,5094.780269,3735.673966,2460.555977,242.770523,1907.456673,4205.382097,3832.171156,1750.736422,4279.484621,14148.47955,2074.173042,1765.092866,3371.759159,1368.469153,56.27574989
4246,6,177,23,5031.583153,7884.473265,14409.20197,12549.41173,1561.666753,5802.575443,4787.881125,3510.644605,2312.337117,228.1465231,1822.03992,3956.292299,3605.187087,1667.589445,4076.240887,13371.03142,1960.19882,1668.102363,3186.483572,1293.27282,53.18344048
4247,6,177,24,4866.983336,7561.817763,13538.18332,12272.02516,1487.043222,5525.30203,4559.094415,3342.890059,2201.843146,217.2446459,1762.158325,3772.033648,3437.280659,1608.188,3931.04052,12791.05269,1875.173694,1595.747145,3048.267406,1237.176121,50.87656801
4248,6,178,1,4700.521252,7321.080634,12839.49461,12039.73188,1431.094882,5317.418717,4387.563584,3217.117557,2119.001258,209.0710589,1734.797267,3638.050564,3315.18804,1569.430455,3836.301921,12397.70681,1817.509023,1546.675299,2954.528177,1199.130923,49.31202998
4249,6,178,2,4674.983195,7104.943575,12312.44174,11933.25677,1389.906193,5164.376797,4261.28405,3124.524915,2058.013768,203.053734,1708.884177,3548.737049,3233.800745,1552.729322,3795.47782,12309.01263,1804.506419,1535.610261,2933.391246,1190.552244,48.95924778
4250,6,178,3,4648.657564,7002.201541,11963.29981,11907.92627,1387.53355,5155.560933,4254.009813,3119.191186,2054.50063,202.7071105,1741.350591,3528.496034,3215.35604,1568.748214,3834.634257,12089.72163,1772.358266,1508.252623,2881.131466,1169.341982,48.08701516
4251,6,178,4,4953.375281,7366.011716,11686.72158,12293.38557,1471.754776,5468.495828,4512.221894,3308.52146,2179.205768,215.0111312,1816.72589,3710.000053,3380.752298,1698.449676,4151.675363,12776.16707,1872.991456,1593.89009,3044.719977,1235.736354,50.81736027
4252,6,178,5,5391.66528,8094.930548,11756.13045,13069.58564,1619.727357,6018.307152,4965.887906,3641.165504,2398.306604,236.6286945,1970.876243,4060.912386,3700.522557,1871.221118,4573.996347,14193.54544,2080.77972,1770.715058,3382.498922,1372.828016,56.45500001
4253,6,178,6,5815.208293,8929.98115,12544.71511,13899.40099,1790.833366,6654.073729,5490.478205,4025.813756,2651.660769,261.6258592,2106.311669,4495.289919,4096.350811,2037.774351,4981.117597,15773.77824,2312.442512,1967.856923,3759.088109,1525.671283,62.74039524
4254,6,178,7,6215.046439,9767.266496,13794.08411,14751.08443,1959.255361,7279.867505,6006.839645,4404.428315,2901.040754,286.2309118,2257.971388,4896.706451,4462.143222,2210.601308,5403.57428,17118.09658,2509.520145,2135.567291,4079.455938,1655.696433,68.08743782
4255,6,178,8,6621.841263,10493.16862,14932.81383,15403.36108,2102.012101,7810.298694,6444.514519,4725.347088,3112.41857,307.0864841,2376.137916,5231.003343,4766.772594,2341.88879,5724.492241,18373.2078,2693.519976,2292.148629,4378.564597,1777.093293,73.07965799
4256,6,178,9,6963.008147,11060.29557,15966.22408,15934.27493,2228.290222,8279.501437,6831.667945,5009.221739,3299.396737,325.5346672,2460.785,5477.706363,4991.581702,2451.884656,5993.365163,19361.03032,2838.335172,2415.384378,4613.975025,1872.637457,77.00873411
4257,6,178,10,7210.71057,11449.29405,16926.81374,16322.83573,2321.36449,8625.330954,7117.022376,5218.45375,3437.210443,339.1320436,2517.966068,5678.9234,5174.941527,2520.361452,6160.749238,20043.62721,2938.404164,2500.54172,4776.64638,1938.659589,79.72377158
4258,6,178,11,7348.428046,11691.32921,17565.06461,16564.90051,2384.127612,8858.535477,7309.446507,5359.545961,3530.14288,348.3012136,2547.229858,5861.356571,5341.184479,2573.066744,6289.581587,20404.40249,2991.293971,2545.550222,4862.623629,1973.554494,81.15875965
4259,6,178,12,7508.940105,11905.49444,18047.11436,16794.51857,2448.84584,9099.004449,7507.864754,5505.033273,3625.970213,357.7560084,2594.065132,6046.968224,5510.323835,2623.304127,6412.3814,20553.11335,3013.095046,2564.102638,4898.063282,1987.938105,81.75025891
4260,6,178,13,7638.558522,12046.9333,18397.30753,16960.96971,2491.5381,9257.633081,7638.754053,5601.005958,3689.184018,363.9929925,2625.107174,6148.852984,5603.166729,2677.136193,6543.968026,20599.2923,3019.864899,2569.863691,4909.068302,1992.404625,81.93393625
4261,6,178,14,7717.704087,12196.6853,18411.65648,17084.27064,2526.553377,9387.736888,7746.106654,5679.720701,3741.030627,369.1084333,2669.710954,6245.753333,5691.467557,2696.548739,6591.419882,20618.70578,3022.710924,2572.285619,4913.694776,1994.282335,82.01115361
4262,6,178,15,7689.687291,12179.53941,17688.86358,17000.75558,2513.062176,9337.608578,7704.744263,5649.392326,3721.054402,367.137481,2655.330689,6213.746322,5662.301041,2690.443255,6576.49569,20401.30193,2990.839427,2545.163412,4861.884726,1973.254601,81.14642712
4263,6,178,16,7547.191604,11991.76908,16460.53942,16845.83389,2468.172395,9170.814774,7567.117633,5548.479589,3654.586761,360.5794574,2604.193486,6112.150468,5569.721415,2631.503931,6432.424929,19844.39994,2909.197362,2475.687132,4729.168035,1919.38993,78.93134267
4264,6,178,17,7304.923843,11616.54066,15705.03808,16477.02361,2402.670783,8927.435035,7366.297623,5401.23122,3557.599482,351.0102167,2544.842006,5928.073454,5401.980504,2548.430575,6229.361152,19178.226,2811.535982,2392.578635,4570.410476,1854.956258,76.2816277
4265,6,178,18,7108.939827,11459.94146,15293.68015,16137.19155,2333.623803,8670.882022,7154.607944,5246.012825,3455.362628,340.9230272,2535.877799,5788.273668,5274.587393,2474.393208,6048.384867,18720.1364,2744.379855,2335.42969,4461.242011,1810.648919,74.45957074
4266,6,178,19,6672.116871,10948.15441,14990.56184,15424.20483,2182.07711,8107.790623,6689.984139,4905.334138,3230.969657,318.7833159,2410.853292,5449.575069,4965.946949,2312.918687,5653.677976,17796.1706,2608.926081,2220.160382,4241.049435,1721.281104,70.7844855
4267,6,178,20,6208.369787,10249.80227,14847.55035,14631.08708,2016.631649,7493.056547,6182.748395,4533.410862,2985.996984,294.6131102,2237.73575,5054.242499,4605.698572,2154.668764,5266.853264,16529.95261,2423.297993,2062.19342,3939.293895,1598.809976,65.74808803
4268,6,178,21,5817.680039,9585.224502,14153.30646,13922.91351,1851.966552,6881.222011,5677.905148,4163.241851,2742.179782,270.5569091,2114.657496,4681.947862,4266.443604,2013.487189,4921.750272,15470.39071,2267.965773,1930.007827,3686.787078,1496.327036,61.53366765
4269,6,178,22,5557.829689,9063.491489,13377.34792,13459.77451,1741.197256,6469.644322,5338.299904,3914.231217,2578.165307,254.3744364,2025.612172,4442.003122,4047.793006,1898.0407,4639.553895,14655.33293,2148.47796,1828.325334,3492.548641,1417.493022,58.29176538
4270,6,178,23,5391.939518,8604.420293,12472.1918,13057.32341,1631.870496,6063.426559,5003.117298,3668.463417,2416.286772,238.402706,1959.500475,4212.231187,3838.412417,1812.67675,4430.891013,14013.06313,2054.320937,1748.198997,3339.487736,1355.371407,55.73712942
4271,6,178,24,5239.873471,8321.887579,11753.64706,12773.91696,1556.185662,5782.20974,4771.076764,3498.323051,2304.221346,227.3457814,1917.764,4043.474671,3684.63237,1757.263209,4295.438641,13606.50436,1994.719252,1697.478778,3242.599711,1316.048232,54.12003698
4272,6,179,1,5176.72598,8152.210211,11206.81325,12680.54389,1514.037905,5625.60428,4641.856846,3403.574414,2241.813779,221.1883446,1934.928793,4014.211972,3657.966619,1754.945237,4289.772612,13465.19823,1974.003713,1679.850138,3208.924696,1302.380821,53.55799009
4273,6,179,2,5239.319724,8339.15445,10805.5622,12808.62019,1521.262532,5652.448319,4664.006677,3419.815458,2252.511178,222.2438025,1995.323989,4103.914041,3739.707986,1805.721582,4413.889861,13876.5222,2034.303981,1731.16484,3306.94833,1342.164896,55.19403623
4274,6,179,3,5484.316038,8687.062926,10765.49459,13071.15427,1587.113377,5897.125676,4865.897391,3567.848905,2350.015561,231.8640632,2104.583355,4298.466354,3916.994555,1956.530135,4782.524953,14397.10409,2110.621503,1796.110008,3431.009487,1392.516614,57.26465702
