Region Name,State Name,PV Class,Resource Class,Month,Day of Month,Season,Hour,kWh of Generation per MW of Capacity,Zone
PJM_AP,MD,Class 8,2,1,1,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,1,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,1,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,1,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,1,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,1,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,1,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,1,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,1,Winter,9,73.94817227,APS
PJM_AP,MD,Class 8,2,1,1,Winter,10,432.9049034,APS
PJM_AP,MD,Class 8,2,1,1,Winter,11,798.0240291,APS
PJM_AP,MD,Class 8,2,1,1,Winter,12,563.8548035,APS
PJM_AP,MD,Class 8,2,1,1,Winter,13,283.4679918,APS
PJM_AP,MD,Class 8,2,1,1,Winter,14,291.170919,APS
PJM_AP,MD,Class 8,2,1,1,Winter,15,428.2831563,APS
PJM_AP,MD,Class 8,2,1,1,Winter,16,537.6648419,APS
PJM_AP,MD,Class 8,2,1,1,Winter,17,189.492195,APS
PJM_AP,MD,Class 8,2,1,1,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,1,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,1,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,1,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,1,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,1,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,1,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,9,109.3816741,APS
PJM_AP,MD,Class 8,2,1,2,Winter,10,688.6423435,APS
PJM_AP,MD,Class 8,2,1,2,Winter,11,833.457531,APS
PJM_AP,MD,Class 8,2,1,2,Winter,12,750.265807,APS
PJM_AP,MD,Class 8,2,1,2,Winter,13,676.3176692,APS
PJM_AP,MD,Class 8,2,1,2,Winter,14,702.5076309,APS
PJM_AP,MD,Class 8,2,1,2,Winter,15,793.4022361,APS
PJM_AP,MD,Class 8,2,1,2,Winter,16,818.0516766,APS
PJM_AP,MD,Class 8,2,1,2,Winter,17,426.7425892,APS
PJM_AP,MD,Class 8,2,1,2,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,2,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,9,89.35403815,APS
PJM_AP,MD,Class 8,2,1,3,Winter,10,303.4956163,APS
PJM_AP,MD,Class 8,2,1,3,Winter,11,309.6579764,APS
PJM_AP,MD,Class 8,2,1,3,Winter,12,556.1518763,APS
PJM_AP,MD,Class 8,2,1,3,Winter,13,506.8530872,APS
PJM_AP,MD,Class 8,2,1,3,Winter,14,499.15016,APS
PJM_AP,MD,Class 8,2,1,3,Winter,15,599.2883054,APS
PJM_AP,MD,Class 8,2,1,3,Winter,16,634.7218072,APS
PJM_AP,MD,Class 8,2,1,3,Winter,17,258.8185972,APS
PJM_AP,MD,Class 8,2,1,3,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,3,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,9,9.243521534,APS
PJM_AP,MD,Class 8,2,1,4,Winter,10,120.1657814,APS
PJM_AP,MD,Class 8,2,1,4,Winter,11,181.7892564,APS
PJM_AP,MD,Class 8,2,1,4,Winter,12,189.492195,APS
PJM_AP,MD,Class 8,2,1,4,Winter,13,281.9274018,APS
PJM_AP,MD,Class 8,2,1,4,Winter,14,184.8704249,APS
PJM_AP,MD,Class 8,2,1,4,Winter,15,306.5767964,APS
PJM_AP,MD,Class 8,2,1,4,Winter,16,517.6371944,APS
PJM_AP,MD,Class 8,2,1,4,Winter,17,394.3902674,APS
PJM_AP,MD,Class 8,2,1,4,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,4,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,9,110.9222527,APS
PJM_AP,MD,Class 8,2,1,5,Winter,10,722.5352783,APS
PJM_AP,MD,Class 8,2,1,5,Winter,11,865.8098068,APS
PJM_AP,MD,Class 8,2,1,5,Winter,12,787.239876,APS
PJM_AP,MD,Class 8,2,1,5,Winter,13,713.2917381,APS
PJM_AP,MD,Class 8,2,1,5,Winter,14,734.8599526,APS
PJM_AP,MD,Class 8,2,1,5,Winter,15,830.376305,APS
PJM_AP,MD,Class 8,2,1,5,Winter,16,864.2692398,APS
PJM_AP,MD,Class 8,2,1,5,Winter,17,435.9860835,APS
PJM_AP,MD,Class 8,2,1,5,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,5,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,9,112.4628427,APS
PJM_AP,MD,Class 8,2,1,6,Winter,10,714.8323052,APS
PJM_AP,MD,Class 8,2,1,6,Winter,11,865.8098068,APS
PJM_AP,MD,Class 8,2,1,6,Winter,12,784.1587418,APS
PJM_AP,MD,Class 8,2,1,6,Winter,13,653.2088417,APS
PJM_AP,MD,Class 8,2,1,6,Winter,14,716.3729182,APS
PJM_AP,MD,Class 8,2,1,6,Winter,15,802.6458222,APS
PJM_AP,MD,Class 8,2,1,6,Winter,16,822.6733778,APS
PJM_AP,MD,Class 8,2,1,6,Winter,17,456.0137309,APS
PJM_AP,MD,Class 8,2,1,6,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,6,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,9,117.0846013,APS
PJM_AP,MD,Class 8,2,1,7,Winter,10,693.2640907,APS
PJM_AP,MD,Class 8,2,1,7,Winter,11,827.2951709,APS
PJM_AP,MD,Class 8,2,1,7,Winter,12,757.9687801,APS
PJM_AP,MD,Class 8,2,1,7,Winter,13,682.4799834,APS
PJM_AP,MD,Class 8,2,1,7,Winter,14,619.3159528,APS
PJM_AP,MD,Class 8,2,1,7,Winter,15,568.4765507,APS
PJM_AP,MD,Class 8,2,1,7,Winter,16,619.3159528,APS
PJM_AP,MD,Class 8,2,1,7,Winter,17,150.9775131,APS
PJM_AP,MD,Class 8,2,1,7,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,7,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,9,30.81173749,APS
PJM_AP,MD,Class 8,2,1,8,Winter,10,33.89291181,APS
PJM_AP,MD,Class 8,2,1,8,Winter,11,61.62347498,APS
PJM_AP,MD,Class 8,2,1,8,Winter,12,33.89291181,APS
PJM_AP,MD,Class 8,2,1,8,Winter,13,57.00171637,APS
PJM_AP,MD,Class 8,2,1,8,Winter,14,134.0310572,APS
PJM_AP,MD,Class 8,2,1,8,Winter,15,33.89291181,APS
PJM_AP,MD,Class 8,2,1,8,Winter,16,18.48704307,APS
PJM_AP,MD,Class 8,2,1,8,Winter,17,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,8,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,9,114.0034327,APS
PJM_AP,MD,Class 8,2,1,9,Winter,10,633.1812402,APS
PJM_AP,MD,Class 8,2,1,9,Winter,11,781.0776077,APS
PJM_AP,MD,Class 8,2,1,9,Winter,12,610.0724126,APS
PJM_AP,MD,Class 8,2,1,9,Winter,13,642.4247344,APS
PJM_AP,MD,Class 8,2,1,9,Winter,14,656.2900218,APS
PJM_AP,MD,Class 8,2,1,9,Winter,15,733.3193856,APS
PJM_AP,MD,Class 8,2,1,9,Winter,16,759.5093472,APS
PJM_AP,MD,Class 8,2,1,9,Winter,17,439.0672635,APS
PJM_AP,MD,Class 8,2,1,9,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,9,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,9,7.702934373,APS
PJM_AP,MD,Class 8,2,1,10,Winter,10,443.6890107,APS
PJM_AP,MD,Class 8,2,1,10,Winter,11,269.6027045,APS
PJM_AP,MD,Class 8,2,1,10,Winter,12,178.7080763,APS
PJM_AP,MD,Class 8,2,1,10,Winter,13,474.5007654,APS
PJM_AP,MD,Class 8,2,1,10,Winter,14,568.4765507,APS
PJM_AP,MD,Class 8,2,1,10,Winter,15,337.3885281,APS
PJM_AP,MD,Class 8,2,1,10,Winter,16,406.7149418,APS
PJM_AP,MD,Class 8,2,1,10,Winter,17,420.5802291,APS
PJM_AP,MD,Class 8,2,1,10,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,10,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,9,27.73056317,APS
PJM_AP,MD,Class 8,2,1,11,Winter,10,391.3090874,APS
PJM_AP,MD,Class 8,2,1,11,Winter,11,309.6579764,APS
PJM_AP,MD,Class 8,2,1,11,Winter,12,369.7408499,APS
PJM_AP,MD,Class 8,2,1,11,Winter,13,383.6061372,APS
PJM_AP,MD,Class 8,2,1,11,Winter,14,362.0379227,APS
PJM_AP,MD,Class 8,2,1,11,Winter,15,317.3609036,APS
PJM_AP,MD,Class 8,2,1,11,Winter,16,172.5457391,APS
PJM_AP,MD,Class 8,2,1,11,Winter,17,89.35403815,APS
PJM_AP,MD,Class 8,2,1,11,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,11,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,9,107.8410841,APS
PJM_AP,MD,Class 8,2,1,12,Winter,10,480.6631255,APS
PJM_AP,MD,Class 8,2,1,12,Winter,11,180.2486663,APS
PJM_AP,MD,Class 8,2,1,12,Winter,12,289.630329,APS
PJM_AP,MD,Class 8,2,1,12,Winter,13,346.6320453,APS
PJM_AP,MD,Class 8,2,1,12,Winter,14,271.1432945,APS
PJM_AP,MD,Class 8,2,1,12,Winter,15,255.7374172,APS
PJM_AP,MD,Class 8,2,1,12,Winter,16,163.3022104,APS
PJM_AP,MD,Class 8,2,1,12,Winter,17,214.1415781,APS
PJM_AP,MD,Class 8,2,1,12,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,12,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,9,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,10,30.81173749,APS
PJM_AP,MD,Class 8,2,1,13,Winter,11,169.4645591,APS
PJM_AP,MD,Class 8,2,1,13,Winter,12,676.3176692,APS
PJM_AP,MD,Class 8,2,1,13,Winter,13,693.2640907,APS
PJM_AP,MD,Class 8,2,1,13,Winter,14,685.5611635,APS
PJM_AP,MD,Class 8,2,1,13,Winter,15,798.0240291,APS
PJM_AP,MD,Class 8,2,1,13,Winter,16,459.094911,APS
PJM_AP,MD,Class 8,2,1,13,Winter,17,53.92054204,APS
PJM_AP,MD,Class 8,2,1,13,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,13,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,9,144.8151645,APS
PJM_AP,MD,Class 8,2,1,14,Winter,10,744.1034928,APS
PJM_AP,MD,Class 8,2,1,14,Winter,11,890.4592473,APS
PJM_AP,MD,Class 8,2,1,14,Winter,12,808.8080905,APS
PJM_AP,MD,Class 8,2,1,14,Winter,13,730.2382055,APS
PJM_AP,MD,Class 8,2,1,14,Winter,14,744.1034928,APS
PJM_AP,MD,Class 8,2,1,14,Winter,15,833.457531,APS
PJM_AP,MD,Class 8,2,1,14,Winter,16,875.0533929,APS
PJM_AP,MD,Class 8,2,1,14,Winter,17,560.7736235,APS
PJM_AP,MD,Class 8,2,1,14,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,14,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,9,146.3557545,APS
PJM_AP,MD,Class 8,2,1,15,Winter,10,694.8047037,APS
PJM_AP,MD,Class 8,2,1,15,Winter,11,391.3090874,APS
PJM_AP,MD,Class 8,2,1,15,Winter,12,745.6440599,APS
PJM_AP,MD,Class 8,2,1,15,Winter,13,358.9567426,APS
PJM_AP,MD,Class 8,2,1,15,Winter,14,186.411015,APS
PJM_AP,MD,Class 8,2,1,15,Winter,15,717.9134853,APS
PJM_AP,MD,Class 8,2,1,15,Winter,16,807.2675234,APS
PJM_AP,MD,Class 8,2,1,15,Winter,17,502.23134,APS
PJM_AP,MD,Class 8,2,1,15,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,15,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,9,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,10,6.162347929,APS
PJM_AP,MD,Class 8,2,1,16,Winter,11,90.89462818,APS
PJM_AP,MD,Class 8,2,1,16,Winter,12,254.1968501,APS
PJM_AP,MD,Class 8,2,1,16,Winter,13,243.4127428,APS
PJM_AP,MD,Class 8,2,1,16,Winter,14,212.6009881,APS
PJM_AP,MD,Class 8,2,1,16,Winter,15,135.5716473,APS
PJM_AP,MD,Class 8,2,1,16,Winter,16,44.67701907,APS
PJM_AP,MD,Class 8,2,1,16,Winter,17,16.94645591,APS
PJM_AP,MD,Class 8,2,1,16,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,16,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,9,10.7841087,APS
PJM_AP,MD,Class 8,2,1,17,Winter,10,301.9550263,APS
PJM_AP,MD,Class 8,2,1,17,Winter,11,386.6872943,APS
PJM_AP,MD,Class 8,2,1,17,Winter,12,269.6027045,APS
PJM_AP,MD,Class 8,2,1,17,Winter,13,369.7408499,APS
PJM_AP,MD,Class 8,2,1,17,Winter,14,443.6890107,APS
PJM_AP,MD,Class 8,2,1,17,Winter,15,446.7701907,APS
PJM_AP,MD,Class 8,2,1,17,Winter,16,865.8098068,APS
PJM_AP,MD,Class 8,2,1,17,Winter,17,566.9359836,APS
PJM_AP,MD,Class 8,2,1,17,Winter,18,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,19,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,20,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,21,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,22,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,23,0,APS
PJM_AP,MD,Class 8,2,1,17,Winter,24,0,APS
PJM_AP,MD,Class 8,2,1,18,Winter,1,0,APS
PJM_AP,MD,Class 8,2,1,18,Winter,2,0,APS
PJM_AP,MD,Class 8,2,1,18,Winter,3,0,APS
PJM_AP,MD,Class 8,2,1,18,Winter,4,0,APS
PJM_AP,MD,Class 8,2,1,18,Winter,5,0,APS
PJM_AP,MD,Class 8,2,1,18,Winter,6,0,APS
PJM_AP,MD,Class 8,2,1,18,Winter,7,0,APS
PJM_AP,MD,Class 8,2,1,18,Winter,8,0,APS
PJM_AP,MD,Class 8,2,1,18,Winter,9,126.32813,APS
